"additionalInfo/Accessibility/0/Assistive hearing loop","additionalInfo/Accessibility/0/Wheelchair accessible entrance","additionalInfo/Accessibility/0/Wheelchair accessible parking lot","additionalInfo/Accessibility/0/Wheelchair accessible restroom","additionalInfo/Accessibility/0/Wheelchair accessible seating","additionalInfo/Accessibility/1/Assistive hearing loop","additionalInfo/Accessibility/1/Wheelchair accessible entrance","additionalInfo/Accessibility/1/Wheelchair accessible parking lot","additionalInfo/Accessibility/1/Wheelchair accessible restroom","additionalInfo/Accessibility/1/Wheelchair accessible seating","additionalInfo/Accessibility/2/Assistive hearing loop","additionalInfo/Accessibility/2/Wheelchair accessible entrance","additionalInfo/Accessibility/2/Wheelchair accessible restroom","additionalInfo/Accessibility/2/Wheelchair accessible seating","additionalInfo/Accessibility/3/Wheelchair accessible parking lot","additionalInfo/Accessibility/3/Wheelchair accessible seating","additionalInfo/Amenities/0/Gender-neutral restroom","additionalInfo/Amenities/0/Restroom","additionalInfo/Amenities/0/Wi-Fi","additionalInfo/Amenities/1/Free Wi-Fi","additionalInfo/Amenities/1/Restroom","additionalInfo/Amenities/1/Wi-Fi","additionalInfo/Amenities/2/Free Wi-Fi","additionalInfo/Children/0/Good for kids","additionalInfo/Children/0/Nursing room","additionalInfo/Crowd/0/LGBTQ+ friendly","additionalInfo/From the business/0/Identifies as women-owned","additionalInfo/Offerings/0/Beverages","additionalInfo/Offerings/0/Cosmetic dentistry","additionalInfo/Offerings/1/Emergency services","additionalInfo/Offerings/2/Pediatric care","additionalInfo/Offerings/3/Sedation dentistry","additionalInfo/Parking/0/Free parking garage","additionalInfo/Parking/0/Free parking lot","additionalInfo/Parking/0/Free street parking","additionalInfo/Parking/0/On-site parking","additionalInfo/Parking/0/Paid parking garage","additionalInfo/Parking/1/Free parking lot","additionalInfo/Parking/1/Free street parking","additionalInfo/Parking/1/On-site parking","additionalInfo/Parking/1/Paid parking lot","additionalInfo/Parking/2/Free street parking","additionalInfo/Parking/2/On-site parking","additionalInfo/Parking/2/Paid street parking","additionalInfo/Parking/3/On-site parking","additionalInfo/Payments/0/Cash-only","additionalInfo/Payments/0/Checks","additionalInfo/Payments/0/Credit cards","additionalInfo/Payments/0/Debit cards","additionalInfo/Payments/0/Google Pay","additionalInfo/Payments/0/NFC mobile payments","additionalInfo/Payments/1/Checks","additionalInfo/Payments/1/Credit cards","additionalInfo/Payments/1/Debit cards","additionalInfo/Payments/1/Google Pay","additionalInfo/Payments/1/NFC mobile payments","additionalInfo/Payments/2/Credit cards","additionalInfo/Payments/2/Debit cards","additionalInfo/Payments/2/Google Pay","additionalInfo/Payments/2/NFC mobile payments","additionalInfo/Payments/3/Credit cards","additionalInfo/Payments/3/Debit cards","additionalInfo/Payments/3/Google Pay","additionalInfo/Payments/3/NFC mobile payments","additionalInfo/Payments/4/Credit cards","additionalInfo/Payments/4/Google Pay","additionalInfo/Payments/4/NFC mobile payments","additionalInfo/Payments/5/Credit cards","additionalInfo/Payments/5/Payment plans","additionalInfo/Payments/6/Credit cards","additionalInfo/Planning/0/Appointment required","additionalInfo/Planning/0/Appointments recommended","additionalInfo/Planning/0/Quick visit","additionalInfo/Planning/1/Appointments recommended","additionalInfo/Planning/1/Quick visit","additionalInfo/Service options/0/Curbside pickup","additionalInfo/Service options/0/Delivery","additionalInfo/Service options/0/In-store pickup","additionalInfo/Service options/0/Online appointments","additionalInfo/Service options/0/Onsite services","additionalInfo/Service options/1/Delivery","additionalInfo/Service options/1/In-store pickup","additionalInfo/Service options/1/Onsite services","additionalInfo/Service options/1/Same-day delivery","additionalInfo/Service options/2/In-store pickup","additionalInfo/Service options/2/In-store shopping","additionalInfo/Service options/2/Onsite services","additionalInfo/Service options/2/Same-day delivery","additionalInfo/Service options/3/In-store shopping","additionalInfo/Service options/3/Onsite services","additionalInfo/Service options/3/Same-day delivery","additionalInfo/Service options/4/Onsite services","additionalInfo/Service options/4/Same-day delivery","additionalInfo/Service options/5/Same-day delivery","additionalOpeningHours/Lunch/0/day","additionalOpeningHours/Lunch/0/hours","additionalOpeningHours/Lunch/1/day","additionalOpeningHours/Lunch/1/hours","additionalOpeningHours/Lunch/2/day","additionalOpeningHours/Lunch/2/hours","additionalOpeningHours/Lunch/3/day","additionalOpeningHours/Lunch/3/hours","additionalOpeningHours/Lunch/4/day","additionalOpeningHours/Lunch/4/hours","additionalOpeningHours/Lunch/5/day","additionalOpeningHours/Lunch/5/hours","additionalOpeningHours/Lunch/6/day","additionalOpeningHours/Lunch/6/hours","additionalOpeningHours/Online service hours/0/day","additionalOpeningHours/Online service hours/0/hours","additionalOpeningHours/Online service hours/1/day","additionalOpeningHours/Online service hours/1/hours","additionalOpeningHours/Online service hours/2/day","additionalOpeningHours/Online service hours/2/hours","additionalOpeningHours/Online service hours/3/day","additionalOpeningHours/Online service hours/3/hours","additionalOpeningHours/Online service hours/4/day","additionalOpeningHours/Online service hours/4/hours","additionalOpeningHours/Online service hours/5/day","additionalOpeningHours/Online service hours/5/hours","additionalOpeningHours/Online service hours/6/day","additionalOpeningHours/Online service hours/6/hours","additionalOpeningHours/Pickup/0/day","additionalOpeningHours/Pickup/0/hours","additionalOpeningHours/Pickup/1/day","additionalOpeningHours/Pickup/1/hours","additionalOpeningHours/Pickup/2/day","additionalOpeningHours/Pickup/2/hours","additionalOpeningHours/Pickup/3/day","additionalOpeningHours/Pickup/3/hours","additionalOpeningHours/Pickup/4/day","additionalOpeningHours/Pickup/4/hours","additionalOpeningHours/Pickup/5/day","additionalOpeningHours/Pickup/5/hours","additionalOpeningHours/Pickup/6/day","additionalOpeningHours/Pickup/6/hours","additionalOpeningHours/Senior hours/0/day","additionalOpeningHours/Senior hours/0/hours","additionalOpeningHours/Senior hours/1/day","additionalOpeningHours/Senior hours/1/hours","additionalOpeningHours/Senior hours/2/day","additionalOpeningHours/Senior hours/2/hours","additionalOpeningHours/Senior hours/3/day","additionalOpeningHours/Senior hours/3/hours","additionalOpeningHours/Senior hours/4/day","additionalOpeningHours/Senior hours/4/hours","additionalOpeningHours/Senior hours/5/day","additionalOpeningHours/Senior hours/5/hours","additionalOpeningHours/Senior hours/6/day","additionalOpeningHours/Senior hours/6/hours","additionalOpeningHours/Takeout/0/day","additionalOpeningHours/Takeout/0/hours","additionalOpeningHours/Takeout/1/day","additionalOpeningHours/Takeout/1/hours","additionalOpeningHours/Takeout/2/day","additionalOpeningHours/Takeout/2/hours","additionalOpeningHours/Takeout/3/day","additionalOpeningHours/Takeout/3/hours","additionalOpeningHours/Takeout/4/day","additionalOpeningHours/Takeout/4/hours","additionalOpeningHours/Takeout/5/day","additionalOpeningHours/Takeout/5/hours","additionalOpeningHours/Takeout/6/day","additionalOpeningHours/Takeout/6/hours","address","categories/0","categories/1","categories/2","categories/3","categories/4","categories/5","categories/6","categories/7","categories/8","categories/9","categoryName","cid","city","claimThisBusiness","countryCode","description","fid","googleFoodUrl","imageUrl","imagesCount","isAdvertisement","kgmid","language","location/lat","location/lng","neighborhood","openingHours/0/day","openingHours/0/hours","openingHours/1/day","openingHours/1/hours","openingHours/2/day","openingHours/2/hours","openingHours/3/day","openingHours/3/hours","openingHours/4/day","openingHours/4/hours","openingHours/5/day","openingHours/5/hours","openingHours/6/day","openingHours/6/hours","permanentlyClosed","phone","phoneUnformatted","placeId","postalCode","price","rank","reviewsCount","reviewsDistribution/fiveStar","reviewsDistribution/fourStar","reviewsDistribution/oneStar","reviewsDistribution/threeStar","reviewsDistribution/twoStar","scrapedAt","searchPageUrl","searchString","state","street","subTitle","temporarilyClosed","title","totalScore","url","website"
,"true",,,,,,"true",,,,,"true",,,"true","true",,,,"true",,,,"true","true",,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,"true",,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"New No. 12, Old, 10, Mc Nichols Road 3rd Ln, 4th Lane, Chetpet, Chennai, Tamil Nadu 600031, India","Plastic surgeon","Dermatologist","Hair removal service","Hair replacement service","Hair transplantation clinic","Laser hair removal service","Skin care clinic","Weight loss service",,,"Plastic surgeon","1062476168069322207","Chennai","false","IN",,"0x3a52667add6c7c57:0xebeac72141715df",,"https://lh3.googleusercontent.com/gps-cs-s/AC9h4nr1tRkw2x7Dym634ev2pOPFn4D6qIPkORxGudJEf7ZVyZKfdvwZquBZUkJS86ssiShmOQs2O05Atyri47_dCPQZiYPSEHfM4MGQ6v_R0mn0WnkrD6tSrf0K_fOOgQq1tPmQzErs=w408-h271-k-no","67","false","/g/1th7l9zc","en","13.0709521","80.2406935","4th Lane, Chetpet","Monday","6 AM to 7 PM","Tuesday","6 AM to 7 PM","Wednesday","6 AM to 7 PM","Thursday","6 AM to 7 PM","Friday","6 AM to 7 PM","Saturday","6 AM to 7 PM","Sunday","Closed","false","+91 96000 58899","+919600058899","ChIJV3xs3XpmUjoR3xUXFHKsvg4","600031",,"1","1322",,,,,,"2025-06-20T10:00:49.913Z","https://www.google.com/maps/search/cosmetic%20surgery%20clinics/@13.05471817859481,80.24044344979743,14z?hl=en","cosmetic surgery clinics","Tamil Nadu","New No. 12, Old, 10, Mc Nichols Road 3rd Ln","சென்னை பிளாஸ்டிக் சர்ஜரி","false","Chennai Plastic Surgery","4.9","https://www.google.com/maps/search/?api=1&query=Chennai%20Plastic%20Surgery&query_place_id=ChIJV3xs3XpmUjoR3xUXFHKsvg4","http://www.thecosmeticsurgery.org/?utm_source=google&utm_medium=organic&utm_campaign=gbp&utm_term=Chennai-Plastic-Surgery&utm_content=website"
,"true",,,,,,"true",,,,,"true",,,"true","true",,,,"true",,,"true",,"true","true",,,,,,,"true",,,,,"true",,,,,,,,"true",,,,,,,"true",,,,,"true",,,,,"true","true",,,,,,,"true",,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"27, Gopalapuram 1st St, Kanakasri Nagar, Gopalapuram, Chennai, Tamil Nadu 600086, India","Hair transplantation clinic","Cosmetic dentist","Cosmetic surgeon","Dermatologist","Hair removal service","Laser hair removal service","Plastic surgeon","Plastic surgery clinic","Skin care clinic","Weight loss service","Hair transplantation clinic","14397776969874030111","Chennai","false","IN",,"0x3a5266351ce926f9:0xc7cf2ddf14a43e1f",,"https://lh3.googleusercontent.com/p/AF1QipPPtwznOBOtUfoxxTBXdzcEjv30P5ofrrJQB9oy=w408-h264-k-no","140","false","/g/12cpq_7fn","en","13.0471929","80.2572534","Kanakasri Nagar, Gopalapuram","Monday","10 AM to 6 PM","Tuesday","10 AM to 6 PM","Wednesday","10 AM to 6 PM","Thursday","10 AM to 6 PM","Friday","10 AM to 6 PM","Saturday","10 AM to 6 PM","Sunday","10 AM to 6 PM","false","+91 1800 3000 1613",,"ChIJ-SbpHDVmUjoRHz6kFN8tz8c","600086",,"2","1245",,,,,,"2025-06-20T10:00:49.914Z","https://www.google.com/maps/search/cosmetic%20surgery%20clinics/@13.05471817859481,80.24044344979743,14z?hl=en","cosmetic surgery clinics","Tamil Nadu","27, Gopalapuram 1st St",,"false","Tamira Plastic Surgery in Chennai - Hair Transplant , Gynecomastia , Liposuction","4.7","https://www.google.com/maps/search/?api=1&query=Tamira%20Plastic%20Surgery%20in%20Chennai%20-%20Hair%20Transplant%20%2C%20Gynecomastia%20%2C%20Liposuction&query_place_id=ChIJ-SbpHDVmUjoRHz6kFN8tz8c","https://www.tamiralife.com/"
,,,,,,,,,,,,,,,,,"true",,,,,,,,"true","true",,,,,,,,,,,,,,,,,,,,,"true",,,,,,"true",,,,,"true",,"true",,,,,,,,,,"true",,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No.B7, Basement 7, Gems Court, Khader Nawaz Khan Rd, Srirampuram, Thousand Lights West, Nungambakkam, Chennai, Poombukar Nagar, Tamil Nadu 600006, India","Skin care clinic","Cosmetic dentist","Cosmetic surgeon","Dental clinic","Hair replacement service","Hair transplantation clinic","Laser hair removal service","Permanent make-up clinic","Plastic surgery clinic","Weight loss service","Skin care clinic","16583118671250533838","Chennai, Poombukar Nagar","false","IN",,"0x3a52670dc6963b15:0xe623129204092dce",,"https://lh3.googleusercontent.com/p/AF1QipNqQDGV0A40BRx-kmcTOw0Nd-9DETH_Bf6R22zd=w572-h240-k-no","22","false","/g/11qqfbz3qg","en","13.0599075","80.2486418","Srirampuram, Thousand Lights West, Nungambakkam","Monday","10 AM to 8 PM","Tuesday","10 AM to 8 PM","Wednesday","10 AM to 8 PM","Thursday","10 AM to 8 PM","Friday","10 AM to 8 PM","Saturday","10 AM to 8 PM","Sunday","10 AM to 8 PM","false","+91 95144 95222","+919514495222","ChIJFTuWxg1nUjoRzi0JBJISI-Y","600006",,"6","96",,,,,,"2025-06-20T10:00:49.915Z","https://www.google.com/maps/search/cosmetic%20surgery%20clinics/@13.05471817859481,80.24044344979743,14z?hl=en","cosmetic surgery clinics","Tamil Nadu","No.B7, Basement 7, Gems Court, Khader Nawaz Khan Rd",,"false","Dr.Aesthetix International Cosmetic Clinic Chennai","4.9","https://www.google.com/maps/search/?api=1&query=Dr.Aesthetix%20International%20Cosmetic%20Clinic%20Chennai&query_place_id=ChIJFTuWxg1nUjoRzi0JBJISI-Y","https://draesthetix.com/"
,,,"true",,,,,,"true",,,,,,,"true",,,,"true",,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No 18, Srilalithapuram, Lalithapuram St, Azad Nagar, Royapettah, Chennai, Tamil Nadu 600014, India","Plastic surgeon","Cosmetic surgeon","Doctor","Medical clinic","Plastic surgery clinic","Specialized clinic","Specialized hospital","Surgeon","Surgical center","Walk-in clinic","Plastic surgeon","5402624210797493557","Chennai","false","IN",,"0x3a5267d71c0317c7:0x4af9fa186b827d35",,"https://lh3.googleusercontent.com/p/AF1QipOzzH613IUyawRc_uLC4PMIDSTV9r_f-aO1CWNG=w426-h240-k-no","85","false","/g/11ty4gfrwb","en","13.0490477","80.2627486","Azad Nagar, Royapettah","Monday","Open 24 hours","Tuesday","Open 24 hours","Wednesday","Open 24 hours","Thursday","Open 24 hours","Friday","Open 24 hours","Saturday","Open 24 hours","Sunday","Open 24 hours","false","+91 80 6510 5079","+918065105079","ChIJxxcDHNdnUjoRNX2Caxj6-Uo","600014",,"17","1",,,,,,"2025-06-20T10:00:49.916Z","https://www.google.com/maps/search/cosmetic%20surgery%20clinics/@13.05471817859481,80.24044344979743,14z?hl=en","cosmetic surgery clinics","Tamil Nadu","No 18, Srilalithapuram, Lalithapuram St",,"false","Dr. Sasikumar T - Lipoma | Gynecomastia | Sebaceous Cyst | Tummy Tuck | Liposuction | Blepharoplasty | Breast Surgery","1","https://www.google.com/maps/search/?api=1&query=Dr.%20Sasikumar%20T%20-%20Lipoma%20%7C%20Gynecomastia%20%7C%20Sebaceous%20Cyst%20%7C%20Tummy%20Tuck%20%7C%20Liposuction%20%7C%20Blepharoplasty%20%7C%20Breast%20Surgery&query_place_id=ChIJxxcDHNdnUjoRNX2Caxj6-Uo","https://clinics.pristyncare.com/Doctor-Details/dr-sasikumar-t-ihimxgdvnw-chennai-no-18-srilalithapuram-lalithapuram-st-azad-nagar-royapettah-chennai-tamil"
,,"true",,,,,,"true",,,,,"true",,,,"true",,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Monday","10 AM–6 PM","Tuesday","10 AM–6 PM","Wednesday","10 AM–6 PM","Thursday","10 AM–6 PM","Friday","10 AM–6 PM","Saturday","10 AM–6 PM","Sunday","Closed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Apollo Hospitals Greams Road Greams Lane, 21, Greams Rd, Thousand Lights, Chennai, Tamil Nadu 600006, India","Plastic surgeon","Cosmetic surgeon","Hair transplantation clinic","Laser hair removal service","Skin care clinic",,,,,,"Plastic surgeon","16399527885764020556","Chennai","true","IN",,"0x3a5267d94f015c07:0xe396d3b94313c94c",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=N4zVXBgk8EBlIHki2dHPGA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=320.15353&pitch=0&thumbfov=100","1","false","/g/11f3s5dh8f","en","13.0632","80.2515","Thousand Lights West, Thousand Lights","Monday","7 AM to 9 PM","Tuesday","7 AM to 9 PM","Wednesday","7 AM to 9 PM","Thursday","7 AM to 9 PM","Friday","7 AM to 9 PM","Saturday","7 AM to 9 PM","Sunday","9 AM to 5 PM","false","+91 80 4696 1837","+918046961837","ChIJB1wBT9lnUjoRTMkTQ7nTluM","600006",,"19","7",,,,,,"2025-06-20T10:00:49.916Z","https://www.google.com/maps/search/cosmetic%20surgery%20clinics/@13.05471817859481,80.24044344979743,14z?hl=en","cosmetic surgery clinics","Tamil Nadu","Apollo Hospitals Greams Road Greams Lane, 21, Greams Rd",,"false","Best Plastic Surgeon - Dr. Manokaran G, 40+ yrs of Exp | Skin & Hair Specialist | Chennai","4.4","https://www.google.com/maps/search/?api=1&query=Best%20Plastic%20Surgeon%20-%20Dr.%20Manokaran%20G%2C%2040%2B%20yrs%20of%20Exp%20%7C%20Skin%20%26%20Hair%20Specialist%20%7C%20Chennai&query_place_id=ChIJB1wBT9lnUjoRTMkTQ7nTluM","https://www.apollo247.com/doctors/dr-Manokaran-G-e3b07484-a032-491c-807f-bcee4fb4094c"
,,,,,,,,,,,,,,,,"true",,,,"true",,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,"true",,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6, 14, Bank St, Kilpauk, Chennai, Tamil Nadu 600010, India","Skin care clinic","Dermatologist","Hair replacement service","Pediatric dermatologist","Surgical center","Venereologist",,,,,"Skin care clinic","5271620326047707161","Chennai","false","IN",,"0x3a526505b4ea71a9:0x49288ec19ccd7019",,"https://lh3.googleusercontent.com/p/AF1QipOkqkzjD6WRbGWJy3_HhMNmAoHh_fHzaLHWhUU0=w408-h306-k-no","40","false","/g/11h8k_m4gw","en","13.0810054","80.2346694","Kilpauk","Monday","11:30 AM to 1:30 PM, 5 to 8 PM","Tuesday","11:30 AM to 1:30 PM, 5 to 8 PM","Wednesday","11:30 AM to 1:30 PM, 5 to 8 PM","Thursday","11:30 AM to 1:30 PM, 5 to 8 PM","Friday","11:30 AM to 1:30 PM, 5 to 8 PM","Saturday","11:30 AM to 1:30 PM, 5 to 8 PM","Sunday","Closed","false","+91 63804 70440","+916380470440","ChIJqXHqtAVlUjoRGXDNnMGOKEk","600010",,"2","52",,,,,,"2025-06-20T10:00:50.304Z","https://www.google.com/maps/search/aesthetic%20clinics/@13.05471817859481,80.24044344979743,14z?hl=en","aesthetic clinics","Tamil Nadu","6, 14, Bank St",,"false","Aesthetics Skin & Hair Care Clinic - Chennai","4.8","https://www.google.com/maps/search/?api=1&query=Aesthetics%20Skin%20%26%20Hair%20Care%20Clinic%20-%20Chennai&query_place_id=ChIJqXHqtAVlUjoRGXDNnMGOKEk","http://www.aestheticss.in/"
,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,"true",,,,,,,"true",,,,,"true",,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"101/4, Medavakkam Tank Rd, Sanyasipuram, Kilpauk, Tamil Nadu, Chennai, Tamil Nadu 600010, India","Hair transplantation clinic",,,,,,,,,,"Hair transplantation clinic","11198618073494781551","Tamil Nadu, Chennai","false","IN",,"0x3a5265aa29605819:0x9b697bce15ecfe6f",,"https://lh3.googleusercontent.com/p/AF1QipPPG_E6YBxWLQzBp1PjsOLz2v2xRd8A-0J0sAd2=w408-h272-k-no","254","false","/g/11vllwts6f","en","13.0882151","80.2418432","Sanyasipuram, Kilpauk","Monday","10 AM to 8 PM","Tuesday","10 AM to 8 PM","Wednesday","10 AM to 8 PM","Thursday","10 AM to 8 PM","Friday","10 AM to 8 PM","Saturday","10 AM to 8 PM","Sunday","10 AM to 8 PM","false","+91 93632 23016","+919363223016","ChIJGVhgKaplUjoRb_7sFc57aZs","600010",,"7","88",,,,,,"2025-06-20T10:00:50.304Z","https://www.google.com/maps/search/aesthetic%20clinics/@13.05471817859481,80.24044344979743,14z?hl=en","aesthetic clinics","Tamil Nadu","101/4, Medavakkam Tank Rd",,"false","The Brown Aesthetic and Hair Transplant Clinic","4.9","https://www.google.com/maps/search/?api=1&query=The%20Brown%20Aesthetic%20and%20Hair%20Transplant%20Clinic&query_place_id=ChIJGVhgKaplUjoRb_7sFc57aZs",
,,,,,,,,,,,,,,,,"true",,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,"true",,,,,"true",,,,,"true","true",,,,,,"true",,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NO60, (OLD NO 142, BASIL RESTAURANT, A), RAJPADH, Habibullah Rd, near SGS SABHA, Satyamurthy Nagar, T. Nagar, Chennai, Tamil Nadu 600017, India","Skin care clinic","Cosmetic dentist","Hair replacement service","Permanent make-up clinic","Hair transplantation clinic",,,,,,"Skin care clinic","14289054928019441515","Chennai","false","IN",,"0x3a5265f250b62675:0xc64cebc018a4c76b",,"https://lh3.googleusercontent.com/p/AF1QipPs0SugqVnc9fnAgAPssYan5KJ50U6Yujc6GVYw=w426-h240-k-no","32","false","/g/11sh1ds4tr","en","13.0496403","80.2417228","Satyamurthy Nagar, T. Nagar","Monday","10 AM to 9 PM","Tuesday","10 AM to 9 PM","Wednesday","10 AM to 9 PM","Thursday","10 AM to 9 PM","Friday","10 AM to 9 PM","Saturday","10 AM to 9 PM","Sunday","11 AM to 5 PM","false","+91 93634 31309","+919363431309","ChIJdSa2UPJlUjoRa8ekGMDrTMY","600017",,"9","19",,,,,,"2025-06-20T10:00:50.305Z","https://www.google.com/maps/search/aesthetic%20clinics/@13.05471817859481,80.24044344979743,14z?hl=en","aesthetic clinics","Tamil Nadu","NO60, (OLD NO 142, BASIL RESTAURANT, A), RAJPADH, Habibullah Rd, near SGS SABHA",,"false","Dr Nirmal's Aesthetic Clinic","5","https://www.google.com/maps/search/?api=1&query=Dr%20Nirmal's%20Aesthetic%20Clinic&query_place_id=ChIJdSa2UPJlUjoRa8ekGMDrTMY",
,"false",,,,,,"false",,,,,"false",,,"false",,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,"true",,"true",,,,,,,,,,,,,,"true",,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No.18, 4th Cross St E, Venkatasamy Nagar, Shenoy Nagar, Chennai, Tamil Nadu 600030, India","Skin care clinic","Laser hair removal service",,,,,,,,,"Skin care clinic","10670009023283014331","Chennai","false","IN",,"0x3a5267fed0cc85ad:0x94137cacaeff2abb",,"https://lh3.googleusercontent.com/p/AF1QipO6IlysiMNMUnBW3BXpt9xUlDKiJ6DwUVcnYAll=w408-h345-k-no","111","false","/g/11fp7sfy54","en","13.0789927","80.2276093","Venkatasamy Nagar, Shenoy Nagar","Monday","10 AM to 8 PM","Tuesday","10 AM to 7 PM","Wednesday","10 AM to 7 PM","Thursday","10 AM to 7 PM","Friday","10 AM to 7 PM","Saturday","10 AM to 7 PM","Sunday","Closed","false","+91 75500 40403","+917550040403","ChIJrYXM0P5nUjoRuyr_rqx8E5Q","600030",,"17","129",,,,,,"2025-06-20T10:00:50.305Z","https://www.google.com/maps/search/aesthetic%20clinics/@13.05471817859481,80.24044344979743,14z?hl=en","aesthetic clinics","Tamil Nadu","No.18, 4th Cross St E",,"false","Dr. Asha Queen(Complete Cosmetic Care Clinic)","4.8","https://www.google.com/maps/search/?api=1&query=Dr.%20Asha%20Queen(Complete%20Cosmetic%20Care%20Clinic)&query_place_id=ChIJrYXM0P5nUjoRuyr_rqx8E5Q",
,"true",,,,,,,"false",,,,,,,,"true",,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AURIGA by Sanghis Second Floor, 9/17 Kasturi Rangan Road, Poes Garden, Alwarpet, Chennai, Tamil Nadu 600018, India","Skin care clinic","Hair transplantation clinic","Laser hair removal service","Dermatologist","Weight loss service",,,,,,"Skin care clinic","16800125790746123874","Chennai","false","IN",,"0x3a52663669c80fab:0xe9260965534d1e62",,"https://lh3.googleusercontent.com/gps-cs-s/AC9h4noRrmPRZv7cRX_SHrv1J9IT4IaRT9srkJSchKuDv9wPqBXAU62ai54qv1O88DvqbS0DRJbHs_fKXVQSZYDQG1MOPLCkpyOfb2_EHWqrDeDrk6ZdOwX7DdZvD1UNFPuO_CpXy2MI=w408-h306-k-no","41","false","/g/11clw7g4tt","en","13.0431956","80.2563662","Kasturi Estate, Teynampet","Monday","11 AM to 8 PM","Tuesday","11 AM to 8 PM","Wednesday","11 AM to 8 PM","Thursday","11 AM to 8 PM","Friday","11 AM to 8 PM","Saturday","11 AM to 8 PM","Sunday","Closed","false","+91 93397 12345","+919339712345","ChIJqw_IaTZmUjoRYh5NU2UJJuk","600018",,"20","150",,,,,,"2025-06-20T10:00:50.305Z","https://www.google.com/maps/search/aesthetic%20clinics/@13.05471817859481,80.24044344979743,14z?hl=en","aesthetic clinics","Tamil Nadu","AURIGA by Sanghis Second Floor, 9/17 Kasturi Rangan Road, Poes Garden, Alwarpet",,"false","ZI Clinic Aesthetic & Laser Clinic | Poes Garden","4.2","https://www.google.com/maps/search/?api=1&query=ZI%20Clinic%20Aesthetic%20%26%20Laser%20Clinic%20%7C%20Poes%20Garden&query_place_id=ChIJqw_IaTZmUjoRYh5NU2UJJuk","http://www.ziclinic.com/"
