"additionalInfo/Accessibility/0/Assistive hearing loop","additionalInfo/Accessibility/0/Wheelchair accessible entrance","additionalInfo/Accessibility/0/Wheelchair accessible parking lot","additionalInfo/Accessibility/0/Wheelchair accessible restroom","additionalInfo/Accessibility/0/Wheelchair accessible seating","additionalInfo/Accessibility/1/Assistive hearing loop","additionalInfo/Accessibility/1/Wheelchair accessible entrance","additionalInfo/Accessibility/1/Wheelchair accessible parking lot","additionalInfo/Accessibility/1/Wheelchair accessible restroom","additionalInfo/Accessibility/1/Wheelchair accessible seating","additionalInfo/Accessibility/2/Assistive hearing loop","additionalInfo/Accessibility/2/Wheelchair accessible parking lot","additionalInfo/Accessibility/2/Wheelchair accessible restroom","additionalInfo/Accessibility/2/Wheelchair accessible seating","additionalInfo/Accessibility/3/Assistive hearing loop","additionalInfo/Accessibility/3/Wheelchair accessible entrance","additionalInfo/Accessibility/3/Wheelchair accessible restroom","additionalInfo/Accessibility/3/Wheelchair accessible seating","additionalInfo/Accessibility/4/Wheelchair accessible entrance","additionalInfo/Accessibility/4/Wheelchair accessible seating","additionalInfo/Amenities/0/Gender-neutral restroom","additionalInfo/Amenities/0/Restroom","additionalInfo/Amenities/1/Free Wi-Fi","additionalInfo/Amenities/1/Restroom","additionalInfo/Amenities/1/Wi-Fi","additionalInfo/Amenities/2/Free Wi-Fi","additionalInfo/Children/0/Good for kids","additionalInfo/Children/0/Nursing room","additionalInfo/Children/1/Nursing room","additionalInfo/Crowd/0/LGBTQ+ friendly","additionalInfo/From the business/0/Identifies as women-owned","additionalInfo/Offerings/0/Beverages","additionalInfo/Parking/0/Free parking garage","additionalInfo/Parking/0/Free parking lot","additionalInfo/Parking/0/Free street parking","additionalInfo/Parking/0/On-site parking","additionalInfo/Parking/0/Paid parking lot","additionalInfo/Parking/1/Free parking lot","additionalInfo/Parking/1/Free street parking","additionalInfo/Parking/1/On-site parking","additionalInfo/Parking/1/Paid parking garage","additionalInfo/Parking/2/Free street parking","additionalInfo/Parking/2/On-site parking","additionalInfo/Parking/2/Paid parking garage","additionalInfo/Parking/2/Paid parking lot","additionalInfo/Parking/3/On-site parking","additionalInfo/Parking/3/Paid street parking","additionalInfo/Payments/0/Checks","additionalInfo/Payments/0/Credit cards","additionalInfo/Payments/0/Debit cards","additionalInfo/Payments/0/Google Pay","additionalInfo/Payments/0/NFC mobile payments","additionalInfo/Payments/1/Credit cards","additionalInfo/Payments/1/Debit cards","additionalInfo/Payments/1/Google Pay","additionalInfo/Payments/1/NFC mobile payments","additionalInfo/Payments/2/Credit cards","additionalInfo/Payments/2/Debit cards","additionalInfo/Payments/2/Google Pay","additionalInfo/Payments/2/NFC mobile payments","additionalInfo/Payments/3/Credit cards","additionalInfo/Payments/3/Google Pay","additionalInfo/Payments/3/NFC mobile payments","additionalInfo/Payments/4/Credit cards","additionalInfo/Payments/4/NFC mobile payments","additionalInfo/Payments/5/Credit cards","additionalInfo/Payments/5/Payment plans","additionalInfo/Payments/6/Credit cards","additionalInfo/Planning/0/Appointment required","additionalInfo/Planning/0/Appointments recommended","additionalInfo/Planning/0/Quick visit","additionalInfo/Planning/1/Accepts walk-ins","additionalInfo/Planning/1/Appointments recommended","additionalInfo/Service options/0/Delivery","additionalInfo/Service options/0/Onsite services","additionalInfo/Service options/0/Outdoor services","additionalInfo/Service options/1/Drive-through","additionalInfo/Service options/1/In-store pickup","additionalInfo/Service options/1/In-store shopping","additionalInfo/Service options/1/Onsite services","additionalInfo/Service options/1/Same-day delivery","additionalInfo/Service options/2/In-store pickup","additionalInfo/Service options/2/Same-day delivery","additionalInfo/Service options/3/In-store shopping","additionalInfo/Service options/4/Same-day delivery","additionalOpeningHours/Access/0/day","additionalOpeningHours/Access/0/hours","additionalOpeningHours/Access/1/day","additionalOpeningHours/Access/1/hours","additionalOpeningHours/Access/2/day","additionalOpeningHours/Access/2/hours","additionalOpeningHours/Access/3/day","additionalOpeningHours/Access/3/hours","additionalOpeningHours/Access/4/day","additionalOpeningHours/Access/4/hours","additionalOpeningHours/Access/5/day","additionalOpeningHours/Access/5/hours","additionalOpeningHours/Access/6/day","additionalOpeningHours/Access/6/hours","additionalOpeningHours/Delivery/0/day","additionalOpeningHours/Delivery/0/hours","additionalOpeningHours/Delivery/1/day","additionalOpeningHours/Delivery/1/hours","additionalOpeningHours/Delivery/2/day","additionalOpeningHours/Delivery/2/hours","additionalOpeningHours/Delivery/3/day","additionalOpeningHours/Delivery/3/hours","additionalOpeningHours/Delivery/4/day","additionalOpeningHours/Delivery/4/hours","additionalOpeningHours/Delivery/5/day","additionalOpeningHours/Delivery/5/hours","additionalOpeningHours/Delivery/6/day","additionalOpeningHours/Delivery/6/hours","additionalOpeningHours/Drive through/0/day","additionalOpeningHours/Drive through/0/hours","additionalOpeningHours/Drive through/1/day","additionalOpeningHours/Drive through/1/hours","additionalOpeningHours/Drive through/2/day","additionalOpeningHours/Drive through/2/hours","additionalOpeningHours/Drive through/3/day","additionalOpeningHours/Drive through/3/hours","additionalOpeningHours/Drive through/4/day","additionalOpeningHours/Drive through/4/hours","additionalOpeningHours/Drive through/5/day","additionalOpeningHours/Drive through/5/hours","additionalOpeningHours/Drive through/6/day","additionalOpeningHours/Drive through/6/hours","additionalOpeningHours/Lunch/0/day","additionalOpeningHours/Lunch/0/hours","additionalOpeningHours/Lunch/1/day","additionalOpeningHours/Lunch/1/hours","additionalOpeningHours/Lunch/2/day","additionalOpeningHours/Lunch/2/hours","additionalOpeningHours/Lunch/3/day","additionalOpeningHours/Lunch/3/hours","additionalOpeningHours/Lunch/4/day","additionalOpeningHours/Lunch/4/hours","additionalOpeningHours/Lunch/5/day","additionalOpeningHours/Lunch/5/hours","additionalOpeningHours/Lunch/6/day","additionalOpeningHours/Lunch/6/hours","additionalOpeningHours/Online service hours/0/day","additionalOpeningHours/Online service hours/0/hours","additionalOpeningHours/Online service hours/1/day","additionalOpeningHours/Online service hours/1/hours","additionalOpeningHours/Online service hours/2/day","additionalOpeningHours/Online service hours/2/hours","additionalOpeningHours/Online service hours/3/day","additionalOpeningHours/Online service hours/3/hours","additionalOpeningHours/Online service hours/4/day","additionalOpeningHours/Online service hours/4/hours","additionalOpeningHours/Online service hours/5/day","additionalOpeningHours/Online service hours/5/hours","additionalOpeningHours/Online service hours/6/day","additionalOpeningHours/Online service hours/6/hours","additionalOpeningHours/Pickup/0/day","additionalOpeningHours/Pickup/0/hours","additionalOpeningHours/Pickup/1/day","additionalOpeningHours/Pickup/1/hours","additionalOpeningHours/Pickup/2/day","additionalOpeningHours/Pickup/2/hours","additionalOpeningHours/Pickup/3/day","additionalOpeningHours/Pickup/3/hours","additionalOpeningHours/Pickup/4/day","additionalOpeningHours/Pickup/4/hours","additionalOpeningHours/Pickup/5/day","additionalOpeningHours/Pickup/5/hours","additionalOpeningHours/Pickup/6/day","additionalOpeningHours/Pickup/6/hours","additionalOpeningHours/Senior hours/0/day","additionalOpeningHours/Senior hours/0/hours","additionalOpeningHours/Senior hours/1/day","additionalOpeningHours/Senior hours/1/hours","additionalOpeningHours/Senior hours/2/day","additionalOpeningHours/Senior hours/2/hours","additionalOpeningHours/Senior hours/3/day","additionalOpeningHours/Senior hours/3/hours","additionalOpeningHours/Senior hours/4/day","additionalOpeningHours/Senior hours/4/hours","additionalOpeningHours/Senior hours/5/day","additionalOpeningHours/Senior hours/5/hours","additionalOpeningHours/Senior hours/6/day","additionalOpeningHours/Senior hours/6/hours","address","categories/0","categories/1","categories/2","categories/3","categories/4","categories/5","categories/6","categories/7","categories/8","categories/9","categoryName","cid","city","claimThisBusiness","countryCode","externalId","fid","googleFoodUrl","imageUrl","imagesCount","isAdvertisement","isExternalServicePlace","kgmid","language","location/lat","location/lng","neighborhood","openingHours/0/day","openingHours/0/hours","openingHours/1/day","openingHours/1/hours","openingHours/2/day","openingHours/2/hours","openingHours/3/day","openingHours/3/hours","openingHours/4/day","openingHours/4/hours","openingHours/5/day","openingHours/5/hours","openingHours/6/day","openingHours/6/hours","permanentlyClosed","phone","phoneUnformatted","placeId","postalCode","price","rank","reviewsCount","reviewsDistribution/fiveStar","reviewsDistribution/fourStar","reviewsDistribution/oneStar","reviewsDistribution/threeStar","reviewsDistribution/twoStar","scrapedAt","searchPageUrl","searchString","state","street","subTitle","temporarilyClosed","title","totalScore","url","website"
,,,"true",,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mahakant Complex, M-1, Madalpur Gam, Ellisbridge, Ahmedabad, Gujarat 380006, India","Skin care clinic","Laser hair removal service","Dermatologist",,,,,,,,"Skin care clinic","7334284882994031617","Ahmedabad","false","IN",,"0x395e85c135038c71:0x65c89d3e0c606c01",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=BvSaEjmL3U8bca4e3MZr8Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=342.81168&pitch=0&thumbfov=100","7","false",,"/g/11gj773084","en","23.0200398","72.5694714","Madalpur Gam, Ellisbridge","Monday","4 to 7 PM","Tuesday","4 to 7 PM","Wednesday","4 to 7 PM","Thursday","4 to 7 PM","Friday","4 to 7 PM","Saturday","Closed","Sunday","Closed","false","+91 79 2657 5696","+917926575696","ChIJcYwDNcGFXjkRAWxgDD6dyGU","380006",,"1","40",,,,,,"2025-06-20T10:04:52.057Z","https://www.google.com/maps/search/aesthetic%20clinics/@23.05316017594816,72.6144045725589,14z?hl=en","aesthetic clinics","Gujarat","Mahakant Complex, M-1",,"false","Derma Clinic","5","https://www.google.com/maps/search/?api=1&query=Derma%20Clinic&query_place_id=ChIJcYwDNcGFXjkRAWxgDD6dyGU","http://www.derma-wellness.com/"
,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,"true",,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"F-7 ,shubh complex, near Rajasthan Hospitals, Ahmedabad, Shahibag, Ahmedabad, Gujarat 380004, India","Skin care clinic","Electrolysis hair removal service","Hair removal service","Laser hair removal service","Dermatologist","Tattoo removal service",,,,,"Skin care clinic","16896222090060276670","Ahmedabad","false","IN",,"0x395e840d8c826093:0xea7b70788c26a3be",,"https://lh3.googleusercontent.com/p/AF1QipPkQSVfOKK2j6AemwymWhmLe8orX8W-ytIfOjDj=w408-h292-k-no","92","false",,"/g/11cfhm9m6","en","23.0540139","72.5957438","Jain Colony, Shahibag","Monday","10:30 AM to 6 PM","Tuesday","10:30 AM to 6 PM","Wednesday","10:30 AM to 6 PM","Thursday","10:30 AM to 6 PM","Friday","10:30 AM to 6 PM","Saturday","10:30 AM to 6 PM","Sunday","Closed","false","+91 98981 83828","+919898183828","ChIJk2CCjA2EXjkRvqMmjHhwe-o","380004",,"3","635",,,,,,"2025-06-20T10:04:52.057Z","https://www.google.com/maps/search/aesthetic%20clinics/@23.05316017594816,72.6144045725589,14z?hl=en","aesthetic clinics","Gujarat","F-7 ,shubh complex, near Rajasthan Hospitals, Ahmedabad","આસ્થા સ્કિન અને લેસર ક્લિનિક","false","Aastha Skin And Laser Clinic In Ahmedabad | Dr Gaurav Patel","4.9","https://www.google.com/maps/search/?api=1&query=Aastha%20Skin%20And%20Laser%20Clinic%20In%20Ahmedabad%20%7C%20Dr%20Gaurav%20Patel&query_place_id=ChIJk2CCjA2EXjkRvqMmjHhwe-o","http://www.aasthaskinclinic.in/"
,"true",,,,,,"true",,,,,"true",,,,,,,,,"true",,,,,,,,"true",,,,,,,,,,,,,,,,,,,"true",,,,,"true",,,,,"true",,,,"true","true",,,,,"true",,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Oppo. Kautilya appt., near Ladli shop, near Naranpura cross roads, Sanghavi Highschool Rd, Naranpura, Ahmedabad, Gujarat 380013, India","Skin care clinic","Laser hair removal service","Dermatologist","Tattoo removal service","Venereologist",,,,,,"Skin care clinic","14895477295135961476","Ahmedabad","false","IN",,"0x395e8484333859c5:0xceb75dae2879b184",,"https://lh3.googleusercontent.com/p/AF1QipMlgEN9qrvuHuG3eri_ZC2vqXF55JQ6rMHkB67W=w408-h272-k-no","71","false",,"/g/11gh35vd8_","en","23.0526273","72.560896","Savita Society, Sundar Nagar, Naranpura","Monday","10 AM to 7 PM","Tuesday","10 AM to 7 PM","Wednesday","10 AM to 7 PM","Thursday","10 AM to 7 PM","Friday","10 AM to 7 PM","Saturday","10 AM to 7 PM","Sunday","Closed","false","+91 63527 90421","+916352790421","ChIJxVk4M4SEXjkRhLF5KK5dt84","380013",,"4","309",,,,,,"2025-06-20T10:04:52.057Z","https://www.google.com/maps/search/aesthetic%20clinics/@23.05316017594816,72.6144045725589,14z?hl=en","aesthetic clinics","Gujarat","Oppo. Kautilya appt., near Ladli shop, near Naranpura cross roads, Sanghavi Highschool Rd","એસ્થેટિકા સ્કિન્ટ્રીટ્સ","false","Aesthetica Skintreats","4.9","https://www.google.com/maps/search/?api=1&query=Aesthetica%20Skintreats&query_place_id=ChIJxVk4M4SEXjkRhLF5KK5dt84","http://skintreats.in/"
,"true",,,,,,"true",,,,,"true",,,,,"true",,,"true",,,"true",,,,"true",,"true",,,,"true",,,,,"true",,,,"true",,,,,,"true",,,,,,"true",,,,,"true",,,,,,,,,"true",,,,"true",,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Monday","Open 24 hours","Tuesday","Open 24 hours","Wednesday","Open 24 hours","Thursday","Open 24 hours","Friday","Open 24 hours","Saturday","Open 24 hours","Sunday","Open 24 hours",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Shop No 204, Mehta - 531, Paldi Rd, nr. V.S Hospital, opposite Mehta Restraunt, Ellisbridge, Ahmedabad, Gujarat 380006, India","Dental clinic","Cosmetic dentist","Dental implants periodontist","Dental implants provider","Dentist","Doctor","Medical clinic","Orthodontist","Periodontist","Teeth whitening service","Dental clinic","16263703821891356680","Ahmedabad","false","IN",,"0x395e85f9674561d3:0xe1b448750bff4808",,"https://lh3.googleusercontent.com/p/AF1QipOInhKnitSDHriX77l6VSEWWqv27K8xn537791y=w408-h272-k-no","100","false",,"/g/11vkdmtd9v","en","23.021313","72.5713714","Ellisbridge","Monday","9 AM to 9 PM","Tuesday","9 AM to 9 PM","Wednesday","9 AM to 9 PM","Thursday","9 AM to 9 PM","Friday","9 AM to 9 PM","Saturday","9 AM to 9 PM","Sunday","4:30 to 7 PM","false","+91 81288 02509","+918128802509","ChIJ02FFZ_mFXjkRCEj_C3VItOE","380006",,"5","254",,,,,,"2025-06-20T10:04:52.058Z","https://www.google.com/maps/search/aesthetic%20clinics/@23.05316017594816,72.6144045725589,14z?hl=en","aesthetic clinics","Gujarat","Shop No 204, Mehta - 531, Paldi Rd, nr. V.S Hospital, opposite Mehta Restraunt",,"false","AB Aesthetic and Dental Clinic in Ellisbridge Ahmedabad","5","https://www.google.com/maps/search/?api=1&query=AB%20Aesthetic%20and%20Dental%20Clinic%20in%20Ellisbridge%20Ahmedabad&query_place_id=ChIJ02FFZ_mFXjkRCEj_C3VItOE","https://abaestheticanddentalclinic.com/"
,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bh, Shop No. 3, Girdhar Apartment Nr. Shrutikunj Society, Maninagar Railway Station Rd, Ahmedabad, Gujarat 380008, India","Skin care clinic",,,,,,,,,,"Skin care clinic","14003434331090434925","Ahmedabad","false","IN",,"0x395e85e088a7da0f:0xc2563154ac27bb6d",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=3mE5_GaswsZ9t2ertTEYBQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=307.60495&pitch=0&thumbfov=100","5","false",,"/g/11r9f8vmpj","en","22.9959842","72.6138653","Ahbab Nagar, Maninagar East, Khokhra","Monday","9 AM to 8 PM","Tuesday","9 AM to 8 PM","Wednesday","9 AM to 8 PM","Thursday","9 AM to 8 PM","Friday","9 AM to 8 PM","Saturday","9 AM to 8 PM","Sunday","Closed","false",,,"ChIJD9qniOCFXjkRbbsnrFQxVsI","380008",,"6","52",,,,,,"2025-06-20T10:04:52.058Z","https://www.google.com/maps/search/aesthetic%20clinics/@23.05316017594816,72.6144045725589,14z?hl=en","aesthetic clinics","Gujarat","Bh, Shop No. 3, Girdhar Apartment Nr. Shrutikunj Society, Maninagar Railway Station Rd",,"false","Positive Aesthetic clinic","4.7","https://www.google.com/maps/search/?api=1&query=Positive%20Aesthetic%20clinic&query_place_id=ChIJD9qniOCFXjkRbbsnrFQxVsI",
,"true",,,,,,,,"true",,,"false",,,,,,,,"true",,,"true",,,,"true",,"true","true",,,,,"true",,,,,,,,,,,,,"true",,,,,"true",,,,,"true",,"true",,,,,,,,"true",,,,"true",,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"305,Ratna Artemus 2,Nr. Honest Restaurant, Road, opp. Domino's Pizza, Bhatta, Paldi, Ahmedabad, Gujarat 380007, India","Skin care clinic","Dermatologist","Hair removal service","Hair replacement service","Laser hair removal service","Hair transplantation clinic","Weight loss service",,,,"Skin care clinic","965998119501387476","Ahmedabad","false","IN",,"0x395e8502ffffffff:0xd67ea2bee9356d4",,"https://lh3.googleusercontent.com/p/AF1QipMWyA8zxVTurq0dyjh33oiaSAmZUIRySFfJpJYn=w426-h240-k-no","101","false",,"/g/1tf_lq28","en","23.0065399","72.5566808","Fatehpura Gam, Bhatta, Paldi","Monday","10 AM to 7 PM","Tuesday","10 AM to 7 PM","Wednesday","10 AM to 7 PM","Thursday","10 AM to 7 PM","Friday","10 AM to 7 PM","Saturday","10 AM to 7 PM","Sunday","Closed","false","+91 98986 32100","+919898632100","ChIJ_____wKFXjkR1FaT7ivqZw0","380007",,"8","573",,,,,,"2025-06-20T10:04:52.058Z","https://www.google.com/maps/search/aesthetic%20clinics/@23.05316017594816,72.6144045725589,14z?hl=en","aesthetic clinics","Gujarat","305,Ratna Artemus 2,Nr. Honest Restaurant, Road, opp. Domino's Pizza","વામા ત્વચા સંભાળ","false","Vaama Skin & Aesthetic Clinic | Best Hair Transplant Clinic in Ahmedabad | Laser Hair Removal, Skin, Hair, Weight Loss Clinic","4.9","https://www.google.com/maps/search/?api=1&query=Vaama%20Skin%20%26%20Aesthetic%20Clinic%20%7C%20Best%20Hair%20Transplant%20Clinic%20in%20Ahmedabad%20%7C%20Laser%20Hair%20Removal%2C%20Skin%2C%20Hair%2C%20Weight%20Loss%20Clinic&query_place_id=ChIJ_____wKFXjkR1FaT7ivqZw0","http://www.vaamaclinic.com/"
,"true",,,,,,"true",,,,,,,,,,,,,,"true",,,,,,,,,"true",,,,,,,,,,,,,,,,,,"true",,,,,"true",,,,,"true",,,,"true","true",,,,,"true",,,,"true",,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"708, 7th Floor, A Park, Shanidev Temple, near Panchal Milan Trust, Jain Colony, Shahibag, Ahmedabad, Gujarat 380004, India","Skin care clinic","Dermatologist","Doctor","Hair removal service","Hair replacement service","Hair transplantation clinic","Hospital","Laser hair removal service","Medical clinic","Pediatric dermatologist","Skin care clinic","11736382334145362302","Ahmedabad","false","IN",,"0x395e857833919a3b:0xa2e0018d06e7797e",,"https://lh3.googleusercontent.com/p/AF1QipOYXHdBVFVG5j2mKAtljnNV4WLP8__NiwB7_rV6=w408-h725-k-no","24","false",,"/g/11svm82dqd","en","23.051932","72.5922467","Jain Colony, Shahibag","Monday","9:30 AM to 1:30 PM, 3 to 8 PM","Tuesday","9:30 AM to 1:30 PM, 3 to 8 PM","Wednesday","9:30 AM to 1:30 PM, 3 to 8 PM","Thursday","9:30 AM to 1:30 PM, 3 to 8 PM","Friday","9:30 AM to 1:30 PM, 3 to 8 PM","Saturday","9:30 AM to 1:30 PM, 3 to 8 PM","Sunday","Closed","false","+91 81411 49999","+918141149999","ChIJO5qRM3iFXjkRfnnnBo0B4KI","380004",,"10","475",,,,,,"2025-06-20T10:04:52.058Z","https://www.google.com/maps/search/aesthetic%20clinics/@23.05316017594816,72.6144045725589,14z?hl=en","aesthetic clinics","Gujarat","708, 7th Floor, A Park, Shanidev Temple, near Panchal Milan Trust",,"false","Skinfluent Clinic - Dr. Rutva Amlani - Dermatologist in Shahibaug : Skin | Hair | Laser","5","https://www.google.com/maps/search/?api=1&query=Skinfluent%20Clinic%20-%20Dr.%20Rutva%20Amlani%20-%20Dermatologist%20in%20Shahibaug%20%3A%20Skin%20%7C%20Hair%20%7C%20Laser&query_place_id=ChIJO5qRM3iFXjkRfnnnBo0B4KI","https://skinfluentclinic.com/"
,"true",,,,,,"true",,,,,"true",,,,,,,,,"true",,,,,,,,"true",,,,,,,,,,,,,,,,,,"true",,,,,,"true",,,,,,"true","true",,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"First floor, JAJU PLASTIC SURGERY CENTER, Sardar Patel Stadium Rd, behind Hindu Colony, nr. Somlalit School, Hindu Colony, Navrangpura, Ahmedabad, Gujarat 380009, India","Laser hair removal service",,,,,,,,,,"Laser hair removal service","6638104419318446819","Ahmedabad","false","IN",,"0x395e8564687e3dd3:0x5c1f48cc976d3ae3",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=6Wi-vQOZlU2YWxP3FfuDtA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=263.5948&pitch=0&thumbfov=100","14","false",,"/g/11jf9szg5t","en","23.0418798","72.5591705","Hindu Colony, Navrangpura","Monday","8 AM to 8 PM","Tuesday","8 AM to 8 PM","Wednesday","8 AM to 8 PM","Thursday","8 AM to 8 PM","Friday","8 AM to 8 PM","Saturday","8 AM to 8 PM","Sunday","8 AM to 8 PM","false","+91 70690 88800","+917069088800","ChIJ0z1-aGSFXjkR4zptl8xIH1w","380009",,"12","0",,,,,,"2025-06-20T10:04:52.058Z","https://www.google.com/maps/search/aesthetic%20clinics/@23.05316017594816,72.6144045725589,14z?hl=en","aesthetic clinics","Gujarat","First floor, JAJU PLASTIC SURGERY CENTER, Sardar Patel Stadium Rd, behind Hindu Colony, nr. Somlalit School","થે એસ્થેટિક ક્લિનિક અહમદાબાદ","false","The Aesthetic Clinic Ahmedabad",,"https://www.google.com/maps/search/?api=1&query=The%20Aesthetic%20Clinic%20Ahmedabad&query_place_id=ChIJ0z1-aGSFXjkR4zptl8xIH1w",
,"true",,,,,,,,,,,,,,,,,,,"true",,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,"true",,,,"true",,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"103,first floor, Aman avenue, Mamta hostel, opposite Masty parantha, behind saint Xavier's ladies hostel, Swastik Society, Navrangpura, Ahmedabad, Gujarat 380009, India","Skin care clinic",,,,,,,,,,"Skin care clinic","3042542414518490644","Ahmedabad","false","IN",,"0x395e85952db9ee89:0x2a394834b76f1614",,"https://lh3.googleusercontent.com/p/AF1QipOmWQ_bTxaJjHDTQvgzeI2nGn_lidION17JbQXH=w408-h272-k-no","159","false",,"/g/11m8bfny41","en","23.0383825","72.5595784","Swastik Society, Navrangpura","Monday","3 to 8 PM","Tuesday","3 to 8 PM","Wednesday","3 to 8 PM","Thursday","3 to 8 PM","Friday","3 to 8 PM","Saturday","3 to 8 PM","Sunday","Closed","false",,,"ChIJie65LZWFXjkRFBZvtzRIOSo","380009",,"14","193",,,,,,"2025-06-20T10:04:52.058Z","https://www.google.com/maps/search/aesthetic%20clinics/@23.05316017594816,72.6144045725589,14z?hl=en","aesthetic clinics","Gujarat","103,first floor, Aman avenue, Mamta hostel, opposite Masty parantha, behind saint Xavier's ladies hostel",,"false","Swastik Skin Clinic","4.7","https://www.google.com/maps/search/?api=1&query=Swastik%20Skin%20Clinic&query_place_id=ChIJie65LZWFXjkRFBZvtzRIOSo","https://swastikskinclinic.com/"
,,,"true",,,,,,"true",,,,,,,,,,,"true",,,"true",,,,"true",,"true","true",,,,,,,,,,,,,,,,,,"true",,,,,"true",,,,,"true",,,,"true","true",,,,,,"true",,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12A, Sun Avenue One, Near, Shyamal Cross Rd, Manekbag Society, Ambawadi, Ahmedabad, Gujarat 380015, India","Skin care clinic","Dermatologist","Laser hair removal service",,,,,,,,"Skin care clinic","5705250793203030003","Ahmedabad","false","IN",,"0x395e85007c03a49f:0x4f2d1f5e6361d7f3",,"https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqYmpja5_Eijy1UmGYwFgBGp6OV9dRQ3iGrJKoTRjNK6KSGQAScMpQx1hUrrme0O_-TJAPuI7fZrid7RdP2qm1PMRg-oqwefPuM6Pc8ldnSqLhannYJkJALYIT0ffDDxqouRBx82Q=w408-h272-k-no","19","false",,"/g/11lct6fjhd","en","23.016158","72.5382758","Manekbag Society, Ambawadi","Monday","11 AM to 7 PM","Tuesday","11 AM to 7 PM","Wednesday","11 AM to 7 PM","Thursday","11 AM to 7 PM","Friday","11 AM to 7 PM","Saturday","11 AM to 7 PM","Sunday","Closed","false","+91 98245 11855","+919824511855","ChIJn6QDfACFXjkR89dhY14fLU8","380015",,"15","126",,,,,,"2025-06-20T10:04:52.059Z","https://www.google.com/maps/search/aesthetic%20clinics/@23.05316017594816,72.6144045725589,14z?hl=en","aesthetic clinics","Gujarat","12A, Sun Avenue One, Near, Shyamal Cross Rd",,"false","Dr. Aishani's Aura Skin and Aesthetics Clinic - Best dermatologist - skin doctor - Laser hair removal treatment - in Shyamal","5","https://www.google.com/maps/search/?api=1&query=Dr.%20Aishani's%20Aura%20Skin%20and%20Aesthetics%20Clinic%20-%20Best%20dermatologist%20-%20skin%20doctor%20-%20Laser%20hair%20removal%20treatment%20-%20in%20Shyamal&query_place_id=ChIJn6QDfACFXjkR89dhY14fLU8","http://draishani.com/"
