"additionalInfo/Accessibility/0/Assistive hearing loop","additionalInfo/Accessibility/0/Wheelchair accessible entrance","additionalInfo/Accessibility/0/Wheelchair accessible parking lot","additionalInfo/Accessibility/0/Wheelchair accessible restroom","additionalInfo/Accessibility/0/Wheelchair accessible seating","additionalInfo/Accessibility/1/Assistive hearing loop","additionalInfo/Accessibility/1/Wheelchair accessible entrance","additionalInfo/Accessibility/1/Wheelchair accessible parking lot","additionalInfo/Accessibility/1/Wheelchair accessible restroom","additionalInfo/Accessibility/1/Wheelchair accessible seating","additionalInfo/Accessibility/2/Assistive hearing loop","additionalInfo/Accessibility/2/Wheelchair accessible entrance","additionalInfo/Accessibility/2/Wheelchair accessible parking lot","additionalInfo/Accessibility/2/Wheelchair accessible restroom","additionalInfo/Accessibility/2/Wheelchair accessible seating","additionalInfo/Accessibility/3/Assistive hearing loop","additionalInfo/Accessibility/3/Wheelchair accessible entrance","additionalInfo/Accessibility/3/Wheelchair accessible restroom","additionalInfo/Accessibility/3/Wheelchair accessible seating","additionalInfo/Accessibility/4/Wheelchair accessible restroom","additionalInfo/Accessibility/4/Wheelchair accessible seating","additionalInfo/Amenities/0/Gender-neutral restroom","additionalInfo/Amenities/0/Restroom","additionalInfo/Amenities/1/Free Wi-Fi","additionalInfo/Amenities/1/Restroom","additionalInfo/Amenities/2/Free Wi-Fi","additionalInfo/Amenities/2/Wi-Fi","additionalInfo/Amenities/3/Free Wi-Fi","additionalInfo/Children/0/Family discount","additionalInfo/Children/0/Good for kids","additionalInfo/Children/0/Nursing room","additionalInfo/Children/1/Nursing room","additionalInfo/Crowd/0/LGBTQ+ friendly","additionalInfo/From the business/0/Identifies as women-owned","additionalInfo/Offerings/0/Beverages","additionalInfo/Offerings/0/Cosmetic dentistry","additionalInfo/Offerings/0/Sauna","additionalInfo/Offerings/1/Emergency services","additionalInfo/Offerings/1/Pediatric care","additionalInfo/Offerings/2/Pediatric care","additionalInfo/Offerings/2/Sedation dentistry","additionalInfo/Offerings/3/Sedation dentistry","additionalInfo/Parking/0/Free parking garage","additionalInfo/Parking/0/Free parking lot","additionalInfo/Parking/0/Free street parking","additionalInfo/Parking/0/On-site parking","additionalInfo/Parking/0/Paid parking lot","additionalInfo/Parking/1/Free parking lot","additionalInfo/Parking/1/Free street parking","additionalInfo/Parking/1/On-site parking","additionalInfo/Parking/1/Paid parking lot","additionalInfo/Parking/2/Free street parking","additionalInfo/Parking/2/On-site parking","additionalInfo/Parking/2/Paid parking lot","additionalInfo/Parking/2/Paid street parking","additionalInfo/Parking/3/On-site parking","additionalInfo/Parking/3/Paid parking garage","additionalInfo/Parking/3/Paid street parking","additionalInfo/Parking/4/Paid parking garage","additionalInfo/Parking/4/Paid parking lot","additionalInfo/Parking/5/Paid parking lot","additionalInfo/Parking/6/Paid street parking","additionalInfo/Payments/0/Cash-only","additionalInfo/Payments/0/Checks","additionalInfo/Payments/0/Credit cards","additionalInfo/Payments/0/Debit cards","additionalInfo/Payments/0/Google Pay","additionalInfo/Payments/0/NFC mobile payments","additionalInfo/Payments/1/Checks","additionalInfo/Payments/1/Credit cards","additionalInfo/Payments/1/Debit cards","additionalInfo/Payments/1/Google Pay","additionalInfo/Payments/1/NFC mobile payments","additionalInfo/Payments/2/Credit cards","additionalInfo/Payments/2/Debit cards","additionalInfo/Payments/2/Google Pay","additionalInfo/Payments/2/NFC mobile payments","additionalInfo/Payments/3/Credit cards","additionalInfo/Payments/3/Google Pay","additionalInfo/Payments/3/NFC mobile payments","additionalInfo/Payments/4/Credit cards","additionalInfo/Payments/4/NFC mobile payments","additionalInfo/Payments/5/Credit cards","additionalInfo/Planning/0/Appointment required","additionalInfo/Planning/0/Appointments recommended","additionalInfo/Planning/0/Quick visit","additionalInfo/Planning/1/Appointments recommended","additionalInfo/Planning/2/Accepts walk-ins","additionalInfo/Recycling/0/Electronics","additionalInfo/Recycling/0/Plastic bottles","additionalInfo/Service options/0/Delivery","additionalInfo/Service options/0/In-store pickup","additionalInfo/Service options/0/Onsite services","additionalInfo/Service options/0/Outdoor services","additionalInfo/Service options/1/In-store pickup","additionalInfo/Service options/1/In-store shopping","additionalInfo/Service options/1/Online classes","additionalInfo/Service options/1/Onsite services","additionalInfo/Service options/2/In-store shopping","additionalInfo/Service options/2/Onsite services","additionalInfo/Service options/2/Same-day delivery","additionalInfo/Service options/3/Delivery","additionalInfo/Service options/3/Same-day delivery","additionalInfo/Service options/4/Same-day delivery","additionalOpeningHours/Drive through/0/day","additionalOpeningHours/Drive through/0/hours","additionalOpeningHours/Drive through/1/day","additionalOpeningHours/Drive through/1/hours","additionalOpeningHours/Drive through/2/day","additionalOpeningHours/Drive through/2/hours","additionalOpeningHours/Drive through/3/day","additionalOpeningHours/Drive through/3/hours","additionalOpeningHours/Drive through/4/day","additionalOpeningHours/Drive through/4/hours","additionalOpeningHours/Drive through/5/day","additionalOpeningHours/Drive through/5/hours","additionalOpeningHours/Drive through/6/day","additionalOpeningHours/Drive through/6/hours","additionalOpeningHours/Happy hours/0/day","additionalOpeningHours/Happy hours/0/hours","additionalOpeningHours/Happy hours/1/day","additionalOpeningHours/Happy hours/1/hours","additionalOpeningHours/Happy hours/2/day","additionalOpeningHours/Happy hours/2/hours","additionalOpeningHours/Happy hours/3/day","additionalOpeningHours/Happy hours/3/hours","additionalOpeningHours/Happy hours/4/day","additionalOpeningHours/Happy hours/4/hours","additionalOpeningHours/Happy hours/5/day","additionalOpeningHours/Happy hours/5/hours","additionalOpeningHours/Happy hours/6/day","additionalOpeningHours/Happy hours/6/hours","additionalOpeningHours/Lunch/0/day","additionalOpeningHours/Lunch/0/hours","additionalOpeningHours/Lunch/1/day","additionalOpeningHours/Lunch/1/hours","additionalOpeningHours/Lunch/2/day","additionalOpeningHours/Lunch/2/hours","additionalOpeningHours/Lunch/3/day","additionalOpeningHours/Lunch/3/hours","additionalOpeningHours/Lunch/4/day","additionalOpeningHours/Lunch/4/hours","additionalOpeningHours/Lunch/5/day","additionalOpeningHours/Lunch/5/hours","additionalOpeningHours/Lunch/6/day","additionalOpeningHours/Lunch/6/hours","additionalOpeningHours/Online service hours/0/day","additionalOpeningHours/Online service hours/0/hours","additionalOpeningHours/Online service hours/1/day","additionalOpeningHours/Online service hours/1/hours","additionalOpeningHours/Online service hours/2/day","additionalOpeningHours/Online service hours/2/hours","additionalOpeningHours/Online service hours/3/day","additionalOpeningHours/Online service hours/3/hours","additionalOpeningHours/Online service hours/4/day","additionalOpeningHours/Online service hours/4/hours","additionalOpeningHours/Online service hours/5/day","additionalOpeningHours/Online service hours/5/hours","additionalOpeningHours/Online service hours/6/day","additionalOpeningHours/Online service hours/6/hours","additionalOpeningHours/Senior hours/0/day","additionalOpeningHours/Senior hours/0/hours","additionalOpeningHours/Senior hours/1/day","additionalOpeningHours/Senior hours/1/hours","additionalOpeningHours/Senior hours/2/day","additionalOpeningHours/Senior hours/2/hours","additionalOpeningHours/Senior hours/3/day","additionalOpeningHours/Senior hours/3/hours","additionalOpeningHours/Senior hours/4/day","additionalOpeningHours/Senior hours/4/hours","additionalOpeningHours/Senior hours/5/day","additionalOpeningHours/Senior hours/5/hours","additionalOpeningHours/Senior hours/6/day","additionalOpeningHours/Senior hours/6/hours","address","categories/0","categories/1","categories/2","categories/3","categories/4","categories/5","categories/6","categories/7","categories/8","categories/9","categoryName","cid","city","claimThisBusiness","countryCode","description","fid","googleFoodUrl","imageUrl","imagesCount","isAdvertisement","kgmid","language","location/lat","location/lng","neighborhood","openingHours/0/day","openingHours/0/hours","openingHours/1/day","openingHours/1/hours","openingHours/2/day","openingHours/2/hours","openingHours/3/day","openingHours/3/hours","openingHours/4/day","openingHours/4/hours","openingHours/5/day","openingHours/5/hours","openingHours/6/day","openingHours/6/hours","permanentlyClosed","phone","phoneUnformatted","placeId","postalCode","price","rank","reserveTableUrl","reviewsCount","reviewsDistribution/fiveStar","reviewsDistribution/fourStar","reviewsDistribution/oneStar","reviewsDistribution/threeStar","reviewsDistribution/twoStar","scrapedAt","searchPageUrl","searchString","state","street","subTitle","temporarilyClosed","title","totalScore","url","website"
,"true",,,,,,"true",,,,,,"true",,,,,"true",,,"true",,,"true",,,,,,,,"true","true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Carve & Sculpt Cosmetic Surgery Clinic F- 212, First floor, Sapphire Mall, Sector 90, Gurugram, Haryana 122003, India","Cosmetic surgeon","Laser hair removal service","Plastic surgeon",,,,,,,,"Cosmetic surgeon","1210884033885242814","Gurugram, Meoka","false","IN",,"0x390d1b3df3508edd:0x10cdec9cffec05be",,"https://lh3.googleusercontent.com/p/AF1QipMpiXzaqUTdbFjPSPVbtrVZHfWLI1DGHXbasjA=w459-h240-k-no","174","false","/g/11bbrkppkt","en","28.40432","76.9363357","Sector 90","Monday","10 AM to 8 PM","Tuesday","10 AM to 8 PM","Wednesday","10 AM to 8 PM","Thursday","10 AM to 8 PM","Friday","10 AM to 8 PM","Saturday","10 AM to 8 PM","Sunday","10 AM to 8 PM","false","+91 78381 32866","+917838132866","ChIJ3Y5Q8z0bDTkRvgXs_5zszRA","122003",,"3",,"149",,,,,,"2025-06-20T09:54:02.511Z","https://www.google.com/maps/search/aesthetics%20and%20cosmetic%20surgery/@28.249961119662526,76.80940147780554,13z?hl=en","aesthetics and cosmetic surgery","Haryana","Carve & Sculpt Cosmetic Surgery Clinic F- 212, First floor, Sapphire Mall","डॉ॰ चेतना सिंह ( करव & स्क्लप्ट ) | कॉस्मेटिक सुर्गेओं इन गुडगाँव","false","Carve and Sculpt Cosmetic Surgery Clinic","4.6","https://www.google.com/maps/search/?api=1&query=Carve%20and%20Sculpt%20Cosmetic%20Surgery%20Clinic&query_place_id=ChIJ3Y5Q8z0bDTkRvgXs_5zszRA","https://www.drchetnacosmeticsurgery.com/"
,"true",,,,,,"true",,,,,,,,,,,,,,"true",,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"A-26/1, Third Floor, near Dt Mega Mall, Sector 28, DLF Phase 1, Gurugram, Haryana 122002, India","Plastic surgeon","Cosmetic surgeon","Dermatologist","Facial spa","Hair transplantation clinic","Laser hair removal service","Skin care clinic",,,,"Plastic surgeon","17539760806970002110","Gurugram","false","IN",,"0x39631dcf791e6011:0xf369bf8638c40abe",,"https://lh3.googleusercontent.com/p/AF1QipM4SL1MAXLxxjjweCF4niMcSG77ITjLWCTykQfX=w408-h611-k-no","10","false","/g/11j0yklrq4","en","28.4748859","77.0934511","Sector 28, DLF Phase 1","Monday","11 AM to 7 PM","Tuesday","Closed","Wednesday","11 AM to 7 PM","Thursday","11 AM to 7 PM","Friday","11 AM to 7 PM","Saturday","11 AM to 7 PM","Sunday","11 AM to 7 PM","false","+91 99814 00999","+919981400999","ChIJEWAeec8dYzkRvgrEOIa_afM","122002",,"4",,"357",,,,,,"2025-06-20T09:54:02.511Z","https://www.google.com/maps/search/aesthetics%20and%20cosmetic%20surgery/@28.249961119662526,76.80940147780554,13z?hl=en","aesthetics and cosmetic surgery","Haryana","A-26/1, Third Floor, near Dt Mega Mall","रिकॉन फैसियल सर्जरी | बेस्ट कॉस्मेटिक & प्लास्टिक सर्जरी क्लिनिक इन गुडगाँव | फेसलिफ्ट, आईलिड & राइनोप्लास्टी सर्जरी इन गुडगाँव","false","Recon Aesthetics","4.8","https://www.google.com/maps/search/?api=1&query=Recon%20Aesthetics&query_place_id=ChIJEWAeec8dYzkRvgrEOIa_afM","https://reconfacialsurgery.com/"
,"true",,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H.no, 18, near Sector 15 Part 1, Friends Colony, HVPNL Colony, Civil Lines, Gurugram, Haryana 122001, India","Plastic surgery clinic","Hair transplantation clinic","Skin care clinic",,,,,,,,"Plastic surgery clinic","2364062801087664138","Gurugram","false","IN",,"0x390d1944e3436923:0x20ced6979d8b900a",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=4DUr5QR6I_KTIMQzbdg1yA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=122.29111&pitch=0&thumbfov=100","1","false","/g/11h_vthtb0","en","28.4554093","77.0367021","Friends Colony, HVPNL Colony, Civil Lines","Monday","10 AM to 7 PM","Tuesday","10 AM to 7 PM","Wednesday","10 AM to 7 PM","Thursday","10 AM to 7 PM","Friday","10 AM to 7 PM","Saturday","10 AM to 7 PM","Sunday","Closed","false","+91 88821 26505","+918882126505","ChIJI2lD40QZDTkRCpCLnZfWziA","122001",,"8",,"39",,,,,,"2025-06-20T09:54:02.512Z","https://www.google.com/maps/search/aesthetics%20and%20cosmetic%20surgery/@28.249961119662526,76.80940147780554,13z?hl=en","aesthetics and cosmetic surgery","Haryana","H.no, 18, near Sector 15 Part 1","डॉ॰ राव एस्थेटिक्स","false","Dr. Rao Aesthetics","4.7","https://www.google.com/maps/search/?api=1&query=Dr.%20Rao%20Aesthetics&query_place_id=ChIJI2lD40QZDTkRCpCLnZfWziA","http://www.drraoaesthetics.com/"
,,"true",,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Medanta–The Medicity, Gurugram, CH Baktawar Singh Rd, Medicity, Chowk, Sector 38, Gurugram, Haryana 122001, India","Plastic surgeon",,,,,,,,,,"Plastic surgeon","2035499844599618340","Gurugram","false","IN",,"0x390d197597bb7e65:0x1c3f8c52f9b91b24",,"https://lh3.googleusercontent.com/p/AF1QipPcABW9FT74Z0IP1OdG-Tkmwyq--XiKV8rogMXe=w408-h415-k-no","4","false","/g/11vf8nql9d","en","28.440029","77.040507","Medicity, Chowk, Sector 38","Monday","Open 24 hours","Tuesday","Open 24 hours","Wednesday","Open 24 hours","Thursday","Open 24 hours","Friday","Open 24 hours","Saturday","Open 24 hours","Sunday","Closed","false","+91 124 483 4574","+911244834574","ChIJZX67l3UZDTkRJBu5-VKMPxw","122001",,"19",,"79",,,,,,"2025-06-20T09:54:02.512Z","https://www.google.com/maps/search/aesthetics%20and%20cosmetic%20surgery/@28.249961119662526,76.80940147780554,13z?hl=en","aesthetics and cosmetic surgery","Haryana","Medanta–The Medicity, Gurugram, CH Baktawar Singh Rd","डॉ॰ तुषार भारत पाटिल | प्लास्टिक, एसथेटिक एंड रिकंस्ट्रक्टिव सुर्गेओं इन गुरुग्राम","false","Dr. Tushar Bharat Patil | Plastic, Aesthetic and Reconstructive Surgeon in Gurugram","4.9","https://www.google.com/maps/search/?api=1&query=Dr.%20Tushar%20Bharat%20Patil%20%7C%20Plastic%2C%20Aesthetic%20and%20Reconstructive%20Surgeon%20in%20Gurugram&query_place_id=ChIJZX67l3UZDTkRJBu5-VKMPxw","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/plastic-surgery/doctor/dr-tushar-bharat-patil"
,"true",,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7319 upper ground floor, 2, next to super mart, DLF Phase IV, Gurugram, Haryana 122009, India","Wellness center","Dental implants provider","Hair transplantation clinic","Pediatric dentist",,,,,,,"Wellness center","15984028862151581937","Gurugram","false","IN",,"0x390d19ff17409d67:0xddd2ad902822e0f1",,"https://lh3.googleusercontent.com/p/AF1QipPPPG0EKnG08TCcdaN8lHDxLAXEofEp1Ca6hUDQ=w408-h306-k-no","185","false","/g/11t57b6_7r","en","28.4616029","77.0884127","Block C2, DLF Phase IV, Sector 43","Monday","10:30 AM to 7 PM","Tuesday","10:30 AM to 7 PM","Wednesday","10:30 AM to 7 PM","Thursday","10:30 AM to 7 PM","Friday","10:30 AM to 7 PM","Saturday","10:30 AM to 7 PM","Sunday","Closed","false","+91 96504 53110","+919650453110","ChIJZ51AF_8ZDTkR8eAiKJCt0t0","122009",,"20",,"16",,,,,,"2025-06-20T09:54:02.512Z","https://www.google.com/maps/search/aesthetics%20and%20cosmetic%20surgery/@28.249961119662526,76.80940147780554,13z?hl=en","aesthetics and cosmetic surgery","Haryana","7319 upper ground floor, 2, next to super mart","वन एसथेटिक्स","false","One Aesthetics","5","https://www.google.com/maps/search/?api=1&query=One%20Aesthetics&query_place_id=ChIJZ51AF_8ZDTkR8eAiKJCt0t0","https://oneaesthetics.in/"
,"true",,,,,,"true",,,,,,"true",,,,,"true",,,,"true",,,,,,,,,,"true","true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,"true",,,,,,,,,,,"true",,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Shop number 218 , First Floor , Sapphire 90 Mall, near Holiday Inn, Sector 90, Gurugram, Haryana 122004, India","Cosmetic surgeon","Dental hygienist","Facial spa","Hair replacement service","Laser hair removal service","Skin care clinic","Tattoo removal service",,,,"Cosmetic surgeon","13252177785356374696","Gurugram, Meoka","false","IN",,"0x390d3d3319a967e1:0xb7e9317b947d52a8",,"https://lh3.googleusercontent.com/p/AF1QipOS127aY6jp_NpSXScNbavlFmgQ31VhfhnG2AzN=w408-h725-k-no","62","false","/g/11nn79r3mc","en","28.4042334","76.9362916","Sector 90","Monday","10 AM to 9 PM","Tuesday","10 AM to 9 PM","Wednesday","10 AM to 9 PM","Thursday","10 AM to 9 PM","Friday","10 AM to 9 PM","Saturday","10 AM to 9 PM","Sunday","10 AM to 9 PM","false","+91 99102 21388","+919910221388","ChIJ4WepGTM9DTkRqFJ9lHsx6bc","122004",,"2",,"194",,,,,,"2025-06-20T09:54:02.493Z","https://www.google.com/maps/search/cosmetic%20treatments/@28.249961119662526,76.80940147780554,13z?hl=en","cosmetic treatments","Haryana","Shop number 218 , First Floor , Sapphire 90 Mall, near Holiday Inn","एसथेटिक्स की डॉ॰ रिद्धि: स्किन | हेयर | नेल | डेंटल | एसथेटिक सेंटर इन सेक्टर 90 गुडगाँव","false","Aesthetics by Dr. Riddhi","4.8","https://www.google.com/maps/search/?api=1&query=Aesthetics%20by%20Dr.%20Riddhi&query_place_id=ChIJ4WepGTM9DTkRqFJ9lHsx6bc",
,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,"true",,,"true",,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Shop No. 59, 1st Floor, Main, Shaheed Major Vikas Yadav Marg, Kirti Nagar, Sector 15 Part 2, Gurugram, Haryana 122001, India","Skin care clinic","Cosmetic surgeon","Dermatologist","Hair transplantation clinic","Plastic surgeon",,,,,,"Skin care clinic","9986468381451124483","Gurugram","false","IN",,"0x390d188c01fcaa1f:0x8a97101515107f03",,"https://lh3.googleusercontent.com/p/AF1QipMDnfO1JJNArtbDX8xDQ1K0XOvW0ZxxWmS1lG_R=w408-h284-k-no","91","false","/g/11dxlclnsj","en","28.4555338","77.0379818","Kirti Nagar, Sector 15 Part 2, Patel Nagar","Monday","10 AM to 7 PM","Tuesday","10 AM to 7 PM","Wednesday","10 AM to 7 PM","Thursday","10 AM to 7 PM","Friday","10 AM to 7 PM","Saturday","10 AM to 7 PM","Sunday","Closed","false","+91 98184 55159","+919818455159","ChIJH6r8AYwYDTkRA38QFRUQl4o","122001",,"3",,"77",,,,,,"2025-06-20T09:54:02.493Z","https://www.google.com/maps/search/cosmetic%20treatments/@28.249961119662526,76.80940147780554,13z?hl=en","cosmetic treatments","Haryana","Shop No. 59, 1st Floor, Main, Shaheed Major Vikas Yadav Marg","डिलाइट क्लिनिक","false","Delight Clinic - Best Skin Clinic in Gurgaon,Dermatologist/Fue/Acne Scar Treatment/Hair Transplant/Chemical Peels/Hair Doctor","4.8","https://www.google.com/maps/search/?api=1&query=Delight%20Clinic%20-%20Best%20Skin%20Clinic%20in%20Gurgaon%2CDermatologist%2FFue%2FAcne%20Scar%20Treatment%2FHair%20Transplant%2FChemical%20Peels%2FHair%20Doctor&query_place_id=ChIJH6r8AYwYDTkRA38QFRUQl4o","https://www.delightclinic.com/"
,"true",,,,,,,"true",,,,,,,,,,,,,"true",,,"true",,,,,,,,"true","true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,"true",,,,,"true",,,,"true","true",,,"true",,,"true",,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"368, Medicity, Islampur Colony, Sector 38, Gurugram, Haryana 122001, India","Skin care clinic","Dermatologist","Hair transplantation clinic","Laser hair removal service",,,,,,,"Skin care clinic","2196469306320350299","Gurugram","false","IN",,"0x390d186ffe2f9ba5:0x1e7b6d325b45ec5b",,"https://lh3.googleusercontent.com/p/AF1QipO50r-oeH5jE9t1v4pIic0cB6JlW-SW_Ryo5kYV=w426-h240-k-no","109","false","/g/11cn3vy3ch","en","28.4348316","77.0444763","Medicity, Islampur Colony, Sector 38","Monday","10 AM to 8 PM","Tuesday","10 AM to 8 PM","Wednesday","10 AM to 8 PM","Thursday","10 AM to 8 PM","Friday","10 AM to 8 PM","Saturday","10 AM to 8 PM","Sunday","10 AM to 8 PM","false","+91 94661 83103","+919466183103","ChIJpZsv_m8YDTkRW-xFWzJtex4","122001",,"5","https://www.google.com/maps/reserve/appt/place/ChIJpZsv_m8YDTkRW-xFWzJtex4/mid/%2Fg%2F11cn3vy3ch?hl=en-US&gei=uS9VaIXkE7S2wN4PxOXa2A0&sourceurl=https://www.google.com/service/MapsSearchService/Search?hl%3Den%26authuser%3D0%26gl%3Dus%26q%3Dcosmetic%2Btreatments%26tbm%3Dmap","321",,,,,,"2025-06-20T09:54:02.493Z","https://www.google.com/maps/search/cosmetic%20treatments/@28.249961119662526,76.80940147780554,13z?hl=en","cosmetic treatments","Haryana","368","कुटिज स्किन केयर एंड लेज़र क्लिनिक","false","Kutiz Skin Care Clinic in Gurgaon - Laser Hair Removal, Anti-Aging, Pigmentation & Wrinkle Removal Treatment In Gurgaon","4.8","https://www.google.com/maps/search/?api=1&query=Kutiz%20Skin%20Care%20Clinic%20in%20Gurgaon%20-%20Laser%20Hair%20Removal%2C%20Anti-Aging%2C%20Pigmentation%20%26%20Wrinkle%20Removal%20Treatment%20In%20Gurgaon&query_place_id=ChIJpZsv_m8YDTkRW-xFWzJtex4","http://kutizskincare.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb"
,"true",,,,,,"true",,,,,,"true",,,,,,,,,"true",,,,,,,,"true",,"true",,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,"true",,,,,,"true",,,,,"true",,,,"true","true",,,"true",,,"true",,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"240, The Sapphire, Orchid Petals, Block S, Uppal Southend, Sector 49, Gurugram, Haryana 122018, India","Skin care clinic","Dermatologist","Hair removal service","Hair transplantation clinic","Laser hair removal service",,,,,,"Skin care clinic","9261154097436221501","Gurugram","false","IN",,"0x390d228f646767e3:0x80863a957bd6e03d",,"https://lh3.googleusercontent.com/p/AF1QipNHkrYf4oaNK3mKbCxCgzYRgfl0QTDy_1GdhYgw=w408-h271-k-no","22","false","/g/1hm417t0x","en","28.4118462","77.04862","Orchid Petals, Block S, Uppal Southend, Sector 49","Monday","10 AM to 8 PM","Tuesday","10 AM to 8 PM","Wednesday","10 AM to 8 PM","Thursday","10 AM to 8 PM","Friday","10 AM to 8 PM","Saturday","10 AM to 8 PM","Sunday","Closed","false","+91 85060 55000","+918506055000","ChIJ42dnZI8iDTkRPeDWe5U6hoA","122018",,"6",,"627",,,,,,"2025-06-20T09:54:02.494Z","https://www.google.com/maps/search/cosmetic%20treatments/@28.249961119662526,76.80940147780554,13z?hl=en","cosmetic treatments","Haryana","240, The Sapphire","एआरवी एसथेटिक्स स्किन & हेयर क्लिनिक","false","ARV Aesthetics","4.9","https://www.google.com/maps/search/?api=1&query=ARV%20Aesthetics&query_place_id=ChIJ42dnZI8iDTkRPeDWe5U6hoA","http://www.arvaesthetics.com/"
,,,"true",,,,,,"true",,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"VATIKA INDIA NEXT, Plot no 29 primrose avenue road cabin 2, Sector 82, Gurugram, Haryana 122004, India","Skin care clinic","Dermatologist","Hair transplantation clinic","Laser hair removal service","Weight loss service",,,,,,"Skin care clinic","13886858271174576036","Gurugram","false","IN",,"0x390d1baa59e4c97f:0xc0b808059b8e47a4",,"https://lh3.googleusercontent.com/p/AF1QipPkwpBbH-TQ4Fad1MMT_bqvk_qfGgNZcB8XQ5MO=w408-h272-k-no","129","false","/g/11clscx9f5","en","28.3912615","76.9603333","Sector 82",,,,,,,,,,,,,,,"false","+91 88265 70735","+918826570735","ChIJf8nkWaobDTkRpEeOmwUIuMA","122004",,"7",,"47",,,,,,"2025-06-20T09:54:02.494Z","https://www.google.com/maps/search/cosmetic%20treatments/@28.249961119662526,76.80940147780554,13z?hl=en","cosmetic treatments","Haryana","VATIKA INDIA NEXT, Plot no 29 primrose avenue road cabin 2","ओमनी दंत चिकित्सा क्लिनिक","false","Laderma skin and laser clinic(laser hair removal,acne& hair fall treatment)","4.9","https://www.google.com/maps/search/?api=1&query=Laderma%20skin%20and%20laser%20clinic(laser%20hair%20removal%2Cacne%26%20hair%20fall%20treatment)&query_place_id=ChIJf8nkWaobDTkRpEeOmwUIuMA","https://www.ladermaskinandhairclinic.com/"
