"additionalInfo/Accessibility/0/Assistive hearing loop","additionalInfo/Accessibility/0/Wheelchair accessible entrance","additionalInfo/Accessibility/0/Wheelchair accessible parking lot","additionalInfo/Accessibility/0/Wheelchair accessible restroom","additionalInfo/Accessibility/0/Wheelchair accessible seating","additionalInfo/Accessibility/1/Assistive hearing loop","additionalInfo/Accessibility/1/Wheelchair accessible entrance","additionalInfo/Accessibility/1/Wheelchair accessible parking lot","additionalInfo/Accessibility/1/Wheelchair accessible restroom","additionalInfo/Accessibility/1/Wheelchair accessible seating","additionalInfo/Accessibility/2/Assistive hearing loop","additionalInfo/Accessibility/2/Wheelchair accessible entrance","additionalInfo/Accessibility/2/Wheelchair accessible parking lot","additionalInfo/Accessibility/2/Wheelchair accessible restroom","additionalInfo/Accessibility/2/Wheelchair accessible seating","additionalInfo/Accessibility/3/Assistive hearing loop","additionalInfo/Accessibility/3/Wheelchair accessible entrance","additionalInfo/Accessibility/3/Wheelchair accessible parking lot","additionalInfo/Accessibility/3/Wheelchair accessible restroom","additionalInfo/Accessibility/3/Wheelchair accessible seating","additionalInfo/Accessibility/4/Wheelchair accessible parking lot","additionalInfo/Accessibility/4/Wheelchair accessible seating","additionalInfo/Amenities/0/Gender-neutral restroom","additionalInfo/Amenities/0/Restroom","additionalInfo/Amenities/0/Wi-Fi","additionalInfo/Amenities/1/Free Wi-Fi","additionalInfo/Amenities/1/Paid Wi-Fi","additionalInfo/Amenities/1/Restroom","additionalInfo/Amenities/1/Wi-Fi","additionalInfo/Amenities/2/Free Wi-Fi","additionalInfo/Children/0/Good for kids","additionalInfo/Children/0/Nursing room","additionalInfo/Children/1/Nursing room","additionalInfo/Crowd/0/LGBTQ+ friendly","additionalInfo/From the business/0/Identifies as women-owned","additionalInfo/Highlights/0/Great produce","additionalInfo/Offerings/0/Beverages","additionalInfo/Offerings/0/Cosmetic dentistry","additionalInfo/Offerings/1/Emergency services","additionalInfo/Offerings/1/Pediatric care","additionalInfo/Offerings/2/Pediatric care","additionalInfo/Offerings/3/Sedation dentistry","additionalInfo/Parking/0/Free parking garage","additionalInfo/Parking/0/Free parking lot","additionalInfo/Parking/0/Free street parking","additionalInfo/Parking/0/On-site parking","additionalInfo/Parking/0/Paid parking lot","additionalInfo/Parking/0/Paid street parking","additionalInfo/Parking/1/Free parking lot","additionalInfo/Parking/1/Free street parking","additionalInfo/Parking/1/On-site parking","additionalInfo/Parking/1/Paid parking garage","additionalInfo/Parking/1/Paid parking lot","additionalInfo/Parking/1/Paid street parking","additionalInfo/Parking/2/Free street parking","additionalInfo/Parking/2/On-site parking","additionalInfo/Parking/2/Paid parking lot","additionalInfo/Parking/2/Paid street parking","additionalInfo/Parking/3/On-site parking","additionalInfo/Parking/3/Paid street parking","additionalInfo/Parking/4/Paid parking garage","additionalInfo/Parking/5/Paid parking lot","additionalInfo/Parking/6/Paid street parking","additionalInfo/Payments/0/Cash-only","additionalInfo/Payments/0/Checks","additionalInfo/Payments/0/Credit cards","additionalInfo/Payments/0/Debit cards","additionalInfo/Payments/0/Google Pay","additionalInfo/Payments/0/NFC mobile payments","additionalInfo/Payments/1/Checks","additionalInfo/Payments/1/Credit cards","additionalInfo/Payments/1/Debit cards","additionalInfo/Payments/1/Google Pay","additionalInfo/Payments/1/NFC mobile payments","additionalInfo/Payments/2/Credit cards","additionalInfo/Payments/2/Debit cards","additionalInfo/Payments/2/Google Pay","additionalInfo/Payments/2/NFC mobile payments","additionalInfo/Payments/3/Credit cards","additionalInfo/Payments/3/Debit cards","additionalInfo/Payments/3/Google Pay","additionalInfo/Payments/3/NFC mobile payments","additionalInfo/Payments/4/Credit cards","additionalInfo/Payments/4/Google Pay","additionalInfo/Payments/4/NFC mobile payments","additionalInfo/Payments/5/Credit cards","additionalInfo/Payments/5/NFC mobile payments","additionalInfo/Payments/6/Credit cards","additionalInfo/Planning/0/Appointment required","additionalInfo/Planning/0/Appointments recommended","additionalInfo/Planning/0/Quick visit","additionalInfo/Planning/1/Appointments recommended","additionalInfo/Planning/1/Quick visit","additionalInfo/Recycling/0/Plastic bottles","additionalInfo/Service options/0/Curbside pickup","additionalInfo/Service options/0/Delivery","additionalInfo/Service options/0/Drive-through","additionalInfo/Service options/0/In-store pickup","additionalInfo/Service options/0/In-store shopping","additionalInfo/Service options/0/No-contact delivery","additionalInfo/Service options/0/Online appointments","additionalInfo/Service options/0/Onsite services","additionalInfo/Service options/1/Delivery","additionalInfo/Service options/1/In-store pickup","additionalInfo/Service options/1/In-store shopping","additionalInfo/Service options/1/Onsite services","additionalInfo/Service options/1/Same-day delivery","additionalInfo/Service options/2/In-store pickup","additionalInfo/Service options/2/In-store shopping","additionalInfo/Service options/2/Onsite services","additionalInfo/Service options/2/Same-day delivery","additionalInfo/Service options/3/In-store shopping","additionalInfo/Service options/3/Onsite services","additionalInfo/Service options/3/Same-day delivery","additionalInfo/Service options/4/Onsite services","additionalInfo/Service options/4/Same-day delivery","additionalInfo/Service options/5/Same-day delivery","additionalOpeningHours/Delivery/0/day","additionalOpeningHours/Delivery/0/hours","additionalOpeningHours/Delivery/1/day","additionalOpeningHours/Delivery/1/hours","additionalOpeningHours/Delivery/2/day","additionalOpeningHours/Delivery/2/hours","additionalOpeningHours/Delivery/3/day","additionalOpeningHours/Delivery/3/hours","additionalOpeningHours/Delivery/4/day","additionalOpeningHours/Delivery/4/hours","additionalOpeningHours/Delivery/5/day","additionalOpeningHours/Delivery/5/hours","additionalOpeningHours/Delivery/6/day","additionalOpeningHours/Delivery/6/hours","additionalOpeningHours/Lunch/0/day","additionalOpeningHours/Lunch/0/hours","additionalOpeningHours/Lunch/1/day","additionalOpeningHours/Lunch/1/hours","additionalOpeningHours/Lunch/2/day","additionalOpeningHours/Lunch/2/hours","additionalOpeningHours/Lunch/3/day","additionalOpeningHours/Lunch/3/hours","additionalOpeningHours/Lunch/4/day","additionalOpeningHours/Lunch/4/hours","additionalOpeningHours/Lunch/5/day","additionalOpeningHours/Lunch/5/hours","additionalOpeningHours/Lunch/6/day","additionalOpeningHours/Lunch/6/hours","additionalOpeningHours/Online service hours/0/day","additionalOpeningHours/Online service hours/0/hours","additionalOpeningHours/Online service hours/1/day","additionalOpeningHours/Online service hours/1/hours","additionalOpeningHours/Online service hours/2/day","additionalOpeningHours/Online service hours/2/hours","additionalOpeningHours/Online service hours/3/day","additionalOpeningHours/Online service hours/3/hours","additionalOpeningHours/Online service hours/4/day","additionalOpeningHours/Online service hours/4/hours","additionalOpeningHours/Online service hours/5/day","additionalOpeningHours/Online service hours/5/hours","additionalOpeningHours/Online service hours/6/day","additionalOpeningHours/Online service hours/6/hours","additionalOpeningHours/Senior hours/0/day","additionalOpeningHours/Senior hours/0/hours","additionalOpeningHours/Senior hours/1/day","additionalOpeningHours/Senior hours/1/hours","additionalOpeningHours/Senior hours/2/day","additionalOpeningHours/Senior hours/2/hours","additionalOpeningHours/Senior hours/3/day","additionalOpeningHours/Senior hours/3/hours","additionalOpeningHours/Senior hours/4/day","additionalOpeningHours/Senior hours/4/hours","additionalOpeningHours/Senior hours/5/day","additionalOpeningHours/Senior hours/5/hours","additionalOpeningHours/Senior hours/6/day","additionalOpeningHours/Senior hours/6/hours","address","categories/0","categories/1","categories/2","categories/3","categories/4","categories/5","categories/6","categories/7","categories/8","categories/9","categoryName","cid","city","claimThisBusiness","countryCode","description","fid","googleFoodUrl","imageUrl","imagesCount","isAdvertisement","kgmid","language","location/lat","location/lng","neighborhood","openingHours/0/day","openingHours/0/hours","openingHours/1/day","openingHours/1/hours","openingHours/2/day","openingHours/2/hours","openingHours/3/day","openingHours/3/hours","openingHours/4/day","openingHours/4/hours","openingHours/5/day","openingHours/5/hours","openingHours/6/day","openingHours/6/hours","permanentlyClosed","phone","phoneUnformatted","placeId","postalCode","price","rank","reserveTableUrl","reviewsCount","reviewsDistribution/fiveStar","reviewsDistribution/fourStar","reviewsDistribution/oneStar","reviewsDistribution/threeStar","reviewsDistribution/twoStar","scrapedAt","searchPageUrl","searchString","state","street","subTitle","temporarilyClosed","title","totalScore","url","website"
,,,"false",,,,,,"false",,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,"true",,,,,,"true",,,,,,"true","true",,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ground Floor, 199, Jodhpur Gardens, Lake Gardens, Kolkata, West Bengal 700045, India","Plastic surgery clinic","Cosmetic surgeon","Hair transplantation clinic","Plastic surgeon",,,,,,,"Plastic surgery clinic","9279443121394270924","Kolkata","false","IN",,"0x3a02718c2276d0cd:0x80c7345ab425c2cc",,"https://lh3.googleusercontent.com/p/AF1QipOyozi0CiO9x97h3gDA9MOojj1HBSGfIM_jmsyN=w426-h240-k-no","12","false","/g/11g4grrwr5","en","22.5033926","88.3582227","Jodhpur Gardens, Lake Gardens","Monday","11 AM to 7 PM","Tuesday","11 AM to 7 PM","Wednesday","11 AM to 7 PM","Thursday","11 AM to 7 PM","Friday","11 AM to 7 PM","Saturday","11 AM to 7 PM","Sunday","Closed","false","+91 84202 69595","+918420269595","ChIJzdB2IoxxAjoRzMIltFo0x4A","700045",,"2",,"18",,,,,,"2025-06-20T09:56:44.975Z","https://www.google.com/maps/search/cosmetic%20surgery%20clinics/@22.5353616,88.45034049385096,14z?hl=en","cosmetic surgery clinics","West Bengal","Ground Floor, 199","কসমো আর্টস ক্লিনিক | বেষ্ট প্লাস্টিক সার্জারি ক্লিনিক ইন কলকাতা","false","Cosmo Arts Clinic | Best Plastic Surgery Clinic in Kolkata","4.8","https://www.google.com/maps/search/?api=1&query=Cosmo%20Arts%20Clinic%20%7C%20Best%20Plastic%20Surgery%20Clinic%20in%20Kolkata&query_place_id=ChIJzdB2IoxxAjoRzMIltFo0x4A","https://www.cosmoartsclinic.com/"
,"true",,,,,,,,"true",,,,,,,,,,,,,"true",,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Flat 5B, 12, Sir UN Brahmachari Sarani, Elgin, Kolkata, West Bengal 700017, India","Plastic surgery clinic","Cosmetic surgeon","Dermatologist","Hair transplantation clinic","Laser hair removal service","Plastic surgeon","Skin care clinic",,,,"Plastic surgery clinic","8058750084912686365","Kolkata","false","IN",,"0x3a02771857ae2c39:0x6fd66e8150dea51d",,"https://lh3.googleusercontent.com/p/AF1QipNHmlSO1efokR9NbBKSUsxq0-KMtqXlWANfhv4g=w408-h272-k-no","10","false","/g/11ddwhtxx2","en","22.5429211","88.3561181","Elgin","Monday","10 AM to 8 PM","Tuesday","10 AM to 8 PM","Wednesday","10 AM to 8 PM","Thursday","10 AM to 8 PM","Friday","10 AM to 8 PM","Saturday","10 AM to 8 PM","Sunday","Closed","false","+91 33 2282 8500","+913322828500","ChIJOSyuVxh3AjoRHaXeUIFu1m8","700017",,"3",,"19",,,,,,"2025-06-20T09:56:44.975Z","https://www.google.com/maps/search/cosmetic%20surgery%20clinics/@22.5353616,88.45034049385096,14z?hl=en","cosmetic surgery clinics","West Bengal","Flat 5B, 12, Sir UN Brahmachari Sarani","ব্রেস্ট রিডাকশন ডক্টর ইন কলকাতা. গাইন্যাকোমেশিয়া ট্রিটমেন্ট. বেষ্ট নসে সার্জারি ইন কলকাতা.","false","Cosmetic Surgery Clinic","4.5","https://www.google.com/maps/search/?api=1&query=Cosmetic%20Surgery%20Clinic&query_place_id=ChIJOSyuVxh3AjoRHaXeUIFu1m8","http://www.plasticsurgery-india.com/"
,,,"true",,,,,,"true",,"false",,,,,,,,,,,,"true",,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,"true",,,"true",,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Monday","10 AM–6 PM","Tuesday","10 AM–6 PM","Wednesday","10 AM–6 PM","Thursday","10 AM–6 PM","Friday","10 AM–6 PM","Saturday","10 AM–6 PM","Sunday","Closed",,,,,,,,,,,,,,,"P-158, 2nd floor, CIT Rd, Scheme VI-M, Kankurgachi, Kolkata, West Bengal 700054, India","Hair transplantation clinic","Hair removal service","Laser hair removal service","Plastic surgery clinic",,,,,,,"Hair transplantation clinic","2475852039875557637","Kolkata","false","IN",,"0x3a0276700393b563:0x225bfe5009357905",,"https://lh3.googleusercontent.com/p/AF1QipNuFHABRwcjI6lczHqXPmLoAgD_k7Kk1FzGhMDS=w408-h306-k-no","2231","false","/g/1hc30n7v2","en","22.5777714","88.391227","Scheme VI-M, Kadapara, Phool Bagan, Kankurgachi","Monday","10 AM to 8 PM","Tuesday","10 AM to 8 PM","Wednesday","10 AM to 8 PM","Thursday","10 AM to 8 PM","Friday","10 AM to 8 PM","Saturday","10 AM to 8 PM","Sunday","10 AM to 1:57 PM","false","+91 98316 62311","+919831662311","ChIJY7WTA3B2AjoRBXk1CVD-WyI","700054",,"4",,"229",,,,,,"2025-06-20T09:56:44.975Z","https://www.google.com/maps/search/cosmetic%20surgery%20clinics/@22.5353616,88.45034049385096,14z?hl=en","cosmetic surgery clinics","West Bengal","P-158, 2nd floor, CIT Rd","কায়াকাল্প ক্লিনিক","false","Kaayakalp Clinic","4.6","https://www.google.com/maps/search/?api=1&query=Kaayakalp%20Clinic&query_place_id=ChIJY7WTA3B2AjoRBXk1CVD-WyI","https://kaayakalp.in/"
,,"true",,,,,,"true",,,"false",,,,,,,,,,,"true",,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"42 B, Harish Mukherjee Rd, Bhowanipore, Kolkata, West Bengal 700025, India","Plastic surgery clinic","Cosmetic surgeon","Hair removal service","Hair replacement service","Laser hair removal service","Pediatric surgeon","Pediatrician","Plastic surgeon","Transplant surgeon",,"Plastic surgery clinic","969123434776925339","Kolkata","false","IN",,"0x3a02773f7b9aaf2d:0xd7304a11962949b",,"https://lh3.googleusercontent.com/p/AF1QipN8WB_Hqu88GH0lxDgk7dGZr-K7LTvchQfydvMv=w408-h257-k-no","465","false","/g/1pxq4x779","en","22.536319","88.3437996","Bhowanipore","Monday","10 AM to 5:30 PM","Tuesday","10 AM to 5:30 PM","Wednesday","10 AM to 5:30 PM","Thursday","10 AM to 5:30 PM","Friday","10 AM to 5:30 PM","Saturday","10 AM to 5:30 PM","Sunday","Closed","false","+91 98305 38370","+919830538370","ChIJLa-aez93AjoRm5RiGaEEcw0","700025",,"5",,"574",,,,,,"2025-06-20T09:56:44.976Z","https://www.google.com/maps/search/cosmetic%20surgery%20clinics/@22.5353616,88.45034049385096,14z?hl=en","cosmetic surgery clinics","West Bengal","42 B, Harish Mukherjee Rd","কলকাতা কসমো এইড","false","Calcutta Cosmo Aid","4.9","https://www.google.com/maps/search/?api=1&query=Calcutta%20Cosmo%20Aid&query_place_id=ChIJLa-aez93AjoRm5RiGaEEcw0","http://www.cosmoaid.com/"
,"true",,,,,,"true",,,,,,"true",,,,,,"true",,,"true",,,,,"true",,,,"true",,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,"true",,,"true",,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Monday","10 AM–6 PM","Tuesday","10 AM–6 PM","Wednesday","10 AM–6 PM","Thursday","10 AM–6 PM","Friday","10 AM–6 PM","Saturday","10 AM–6 PM","Sunday","Closed",,,,,,,,,,,,,,,"Apollo Gleneagles Hospital Day Care Building, 2nd Floor Surgery Wing 58 Canal Circular Road, Off, Eastern Metropolitan Bypass, Kolkata, West Bengal 700054, India","Plastic surgeon","Body shaping class","Cosmetic surgeon","Hair transplantation clinic","Hand surgeon","Oral and maxillofacial surgeon",,,,,"Plastic surgeon","12651711133710688616","Kolkata","false","IN",,"0x3a0270cd789f83f1:0xaf93e83e95ae2168",,"https://lh3.googleusercontent.com/p/AF1QipMbExnguM7fE0OVAeNnbQOeS-uTQHpnFRqelgpz=w408-h272-k-no","45","false","/g/1hc299szs","en","22.5732088","88.4011607","Kadapara, Phool Bagan, Kankurgachi","Monday","10 AM to 5 PM","Tuesday","10 AM to 5 PM","Wednesday","10 AM to 5 PM","Thursday","10 AM to 5 PM","Friday","10 AM to 5 PM","Saturday","10 AM to 5 PM","Sunday","Closed","false","+91 98746 33896","+919874633896","ChIJ8YOfeM1wAjoRaCGulT7ok68","700054",,"7",,"114",,,,,,"2025-06-20T09:56:44.976Z","https://www.google.com/maps/search/cosmetic%20surgery%20clinics/@22.5353616,88.45034049385096,14z?hl=en","cosmetic surgery clinics","West Bengal","Apollo Gleneagles Hospital Day Care Building, 2nd Floor Surgery Wing 58 Canal Circular Road, Off, Eastern Metropolitan Bypass","ডাঃ সৃঞ্জয় সাহা","false","Prof. Dr. Srinjoy Saha","4.1","https://www.google.com/maps/search/?api=1&query=Prof.%20Dr.%20Srinjoy%20Saha&query_place_id=ChIJ8YOfeM1wAjoRaCGulT7ok68","https://www.apollohospitals.com/doctors/plastic-surgeon/kolkata/dr-srinjoy-saha/"
,"true",,,,,,"true",,,,,,"true",,,,,,"true",,,"true",,,,,"true",,,,"true",,,,,,,,,,,"true",,,,,,"true",,,,,,"true",,,,"true",,"true","true","true",,,,,"true",,,,,,,,,,,,,,,,,,,,,"true",,,"true",,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sterling Hospital, 55/1, Bhupendra Bose Ave, Hati Bagan, Shyam Bazar, Kolkata, West Bengal 700004, India","Plastic surgeon",,,,,,,,,,"Plastic surgeon","13312353727756100073","Kolkata","false","IN",,"0x39f89d4e5e417249:0xb8befb2efb3fe1e9",,"https://lh3.googleusercontent.com/gps-cs-s/AC9h4noyu6yx0EkTQIO820zl71Q4xQAiYdHtYLAQl_miTSBVwVi3hmWDnC9jUrpctQnZw9d47P0AIxb7AYijJyB4KShXBuDxQ4lIUPQZUnp3UYIpbwA32a22_YQo1QHtZu40FOyr45lyVg=w408-h544-k-no","3","false","/g/11kb_cvchc","en","22.599935","88.3677625","Hati Bagan, Shyam Bazar","Monday","9 AM to 7 PM","Tuesday","9 AM to 7 PM","Wednesday","9 AM to 7 PM","Thursday","9 AM to 7 PM","Friday","9 AM to 7 PM","Saturday","9 AM to 7 PM","Sunday","Closed","false","+91 82259 76859","+918225976859","ChIJSXJBXk6d-DkR6eE_-y77vrg","700004",,"10",,"36",,,,,,"2025-06-20T09:56:44.977Z","https://www.google.com/maps/search/cosmetic%20surgery%20clinics/@22.5353616,88.45034049385096,14z?hl=en","cosmetic surgery clinics","West Bengal","Sterling Hospital, 55/1, Bhupendra Bose Ave","জেনিথ ক্লিনিক কলকাতা প্লাস্টিক সার্জন | বেষ্ট গাইন্যাকোমেশিয়া সার্জন | রাইনোপ্লাস্টি | লিপমা | হেয়ার ট্রান্সপ্লান্ট | লিপোজাকশন","false","Zenith Clinic Kolkata Plastic Surgeon |Gynecomastia surgery | Rhinoplasty | Lipoma | transgender surgery | Liposuction","4.9","https://www.google.com/maps/search/?api=1&query=Zenith%20Clinic%20Kolkata%20Plastic%20Surgeon%20%7CGynecomastia%20surgery%20%7C%20Rhinoplasty%20%7C%20Lipoma%20%7C%20transgender%20surgery%20%7C%20Liposuction&query_place_id=ChIJSXJBXk6d-DkR6eE_-y77vrg","https://zenithplasticsurgery.in/"
"true",,,,,,,"true",,,,,,"true",,,,,,"true",,,"true",,,,,"true",,,,"true",,"true",,,,,,,,,,"true",,,,,,"true",,,,,,,"true",,,,,,,,,,"true",,,,,,"true",,,,,"true","true",,,,,,,,,,"true",,,"true",,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8, 29, Fern Rd, Ballygunge Gardens, Gariahat, Kolkata, West Bengal 700019, India","Plastic surgeon","Cosmetic surgeon","Dermatologist","Plastic surgery clinic",,,,,,,"Plastic surgeon","8211571671973298509","Kolkata","false","IN",,"0x3a027758ea170bf1:0x71f55cedcba1014d",,"https://lh3.googleusercontent.com/p/AF1QipMdRSf-W_h4Ueszhf594E5odyZn4FPR4sq--1Yj=w408-h306-k-no","130","false","/g/11tfdk_wgz","en","22.5187875","88.3673612","Ballygunge Gardens, Gariahat","Monday","11 AM to 8 PM","Tuesday","11 AM to 8 PM","Wednesday","11 AM to 8 PM","Thursday","11 AM to 8 PM","Friday","11 AM to 8 PM","Saturday","11 AM to 8 PM","Sunday","Closed","false","+91 62891 09687","+916289109687","ChIJ8QsX6lh3AjoRTQGhy-1c9XE","700019",,"11",,"524",,,,,,"2025-06-20T09:56:44.977Z","https://www.google.com/maps/search/cosmetic%20surgery%20clinics/@22.5353616,88.45034049385096,14z?hl=en","cosmetic surgery clinics","West Bengal","8, 29, Fern Rd","অনির্বান ক্লিনিক","false","Anirvana Clinic","4.8","https://www.google.com/maps/search/?api=1&query=Anirvana%20Clinic&query_place_id=ChIJ8QsX6lh3AjoRTQGhy-1c9XE","https://anirvana.in/"
,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"34/1M, 2nd Floor, Mayalaya Building,, Ballygunge Circular Road, Kolkata, West Bengal 700019, India","Plastic surgeon","Hair transplantation clinic","Laser hair removal service","Plastic surgery clinic","Skin care clinic",,,,,,"Plastic surgeon","5871621568359367728","Kolkata","false","IN",,"0x3a027723d737660f:0x517c30b50d950430",,"https://lh3.googleusercontent.com/p/AF1QipNccwE0kJY55eoOS6IW5-2Wl6ZW6hah1Bn_SUEW=w493-h240-k-no","7","false","/g/1tf56911","en","22.5264939","88.3614008","Ballygunge","Monday","12:30 to 8 PM","Tuesday","12:30 to 8 PM","Wednesday","12:30 to 8 PM","Thursday","12:30 to 8 PM","Friday","12:30 to 8 PM","Saturday","12:30 to 8 PM","Sunday","Closed","false","+91 98300 40061","+919830040061","ChIJD2Y31yN3AjoRMASVDbUwfFE","700019",,"12",,"6",,,,,,"2025-06-20T09:56:44.977Z","https://www.google.com/maps/search/cosmetic%20surgery%20clinics/@22.5353616,88.45034049385096,14z?hl=en","cosmetic surgery clinics","West Bengal","34/1M, 2nd Floor, Mayalaya Building,, Ballygunge Circular Road","থে ক্যালকাটা এস্থেটিক সার্জারি ক্লিনিক","false","The Calcutta Aesthetic Surgery Clinic","3.2","https://www.google.com/maps/search/?api=1&query=The%20Calcutta%20Aesthetic%20Surgery%20Clinic&query_place_id=ChIJD2Y31yN3AjoRMASVDbUwfFE",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Maruthi Buildings, 12, Sir UN Brahmachari Sarani, Elgin, Kolkata, West Bengal 700017, India","Plastic surgery clinic","Medical clinic",,,,,,,,,"Plastic surgery clinic","4308326812784519287","Kolkata","true","IN",,"0x3a02765321b3ac7b:0x3bca4068e44fe877",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=kf7U9i5ybXYorfWpvm4cJQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=92.81852&pitch=0&thumbfov=100","1","false","/g/1wg5wf3n","en","22.5429614","88.3561228","Elgin",,,,,,,,,,,,,,,"false","+91 33 2282 9126","+913322829126","ChIJe6yzIVN2AjoRd-hP5GhAyjs","700017",,"13",,"2",,,,,,"2025-06-20T09:56:44.978Z","https://www.google.com/maps/search/cosmetic%20surgery%20clinics/@22.5353616,88.45034049385096,14z?hl=en","cosmetic surgery clinics","West Bengal","Maruthi Buildings, 12, Sir UN Brahmachari Sarani","কসমেটিক সার্জারি ক্লিনিক","false","Cosmetic Surgery Clinic","3.5","https://www.google.com/maps/search/?api=1&query=Cosmetic%20Surgery%20Clinic&query_place_id=ChIJe6yzIVN2AjoRd-hP5GhAyjs","https://www.plasticsurgery-india.com/hair-transplant-treatment/"
,,"true",,,,,,"true",,,,,,"true",,,,,,,,,"true",,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,"true",,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Monday","10 AM–6 PM","Tuesday","10 AM–6 PM","Wednesday","10 AM–6 PM","Thursday","10 AM–6 PM","Friday","10 AM–6 PM","Saturday","10 AM–6 PM","Sunday","Closed",,,,,,,,,,,,,,,"Apollo Multispeciality Hospitals, 58, Canal Circular Rd, Kadapara, Phool Bagan, Kankurgachi, Kolkata, West Bengal 700054, India","Doctor","Hospital","Plastic surgeon","Surgeon",,,,,,,"Doctor","10749422505439296128","Kolkata","false","IN",,"0x3a0277b283ab6d2f:0x952d9ed0d94c7a80",,"https://lh3.googleusercontent.com/p/AF1QipN_aIvE26lft6xX2KrfEABCV7z1QAj5F1TAPicM=w427-h240-k-no","105","false","/g/11k9srqt4g","en","22.5733","88.401","Kadapara, Phool Bagan, Kankurgachi","Monday","5:30 AM to 11 PM","Tuesday","5:30 AM to 11 PM","Wednesday","5:30 AM to 11 PM","Thursday","5:30 AM to 11 PM","Friday","5:30 AM to 11 PM","Saturday","5:30 AM to 11 PM","Sunday","5:30 AM to 11 PM","false","+91 80 4696 1837","+918046961837","ChIJL22rg7J3AjoRgHpM2dCeLZU","700054",,"14",,"23",,,,,,"2025-06-20T09:56:44.978Z","https://www.google.com/maps/search/cosmetic%20surgery%20clinics/@22.5353616,88.45034049385096,14z?hl=en","cosmetic surgery clinics","West Bengal","Apollo Multispeciality Hospitals, 58, Canal Circular Rd","ডিআর. অধীশ বাসু, 10+ ইর্স ওফ এক্সপি | বেষ্ট প্লাস্টিক সার্জন ইন কলকাতা | স্কীন & হেয়ার স্পেশালিস্ট","false","Doctor","5","https://www.google.com/maps/search/?api=1&query=Doctor&query_place_id=ChIJL22rg7J3AjoRgHpM2dCeLZU",
